Transcript ID	Prediction	Noncoding Score
OTTMUST00000132720.1	noncoding	0.8413
OTTMUST00000127544.1	noncoding	0.9737
OTTMUST00000126989.1	noncoding	0.9496
OTTMUST00000146520.1	noncoding	0.9687
OTTMUST00000151937.1	noncoding	0.9382
OTTMUST00000154678.1	noncoding	0.9677
OTTMUST00000143115.1	noncoding	0.9592
OTTMUST00000124748.1	noncoding	0.9713
OTTMUST00000121577.1	noncoding	0.9391
OTTMUST00000118299.1	noncoding	0.8873
OTTMUST00000136983.1	noncoding	0.9499
OTTMUST00000125256.1	noncoding	0.9825
OTTMUST00000120867.1	noncoding	0.9979
OTTMUST00000063439.1	noncoding	0.8349
OTTMUST00000133952.2	noncoding	0.9310
OTTMUST00000127543.1	noncoding	0.9751
OTTMUST00000044771.1	noncoding	0.9615
OTTMUST00000123954.1	noncoding	0.9843
OTTMUST00000157323.1	noncoding	0.8979
OTTMUST00000148731.1	noncoding	0.6490
OTTMUST00000127914.1	noncoding	0.9828
OTTMUST00000111549.1	noncoding	0.9539
OTTMUST00000113369.1	noncoding	0.9207
OTTMUST00000119745.1	noncoding	0.9839
OTTMUST00000121375.1	noncoding	0.9842
OTTMUST00000120892.1	noncoding	0.9743
OTTMUST00000044896.1	noncoding	0.8190
OTTMUST00000135156.1	noncoding	0.9034
OTTMUST00000014189.1	noncoding	0.9768
OTTMUST00000122598.1	noncoding	0.9107
OTTMUST00000121178.1	noncoding	0.9022
OTTMUST00000133613.1	noncoding	0.9892
OTTMUST00000133597.1	noncoding	0.9055
OTTMUST00000112755.1	noncoding	0.9027
OTTMUST00000119450.1	noncoding	0.9733
OTTMUST00000031935.1	noncoding	0.9155
OTTMUST00000022481.1	noncoding	0.9664
OTTMUST00000151097.1	noncoding	0.8985
OTTMUST00000123621.1	coding	0.1684
OTTMUST00000154650.1	noncoding	0.9588
OTTMUST00000158963.1	noncoding	0.9753
OTTMUST00000128051.1	noncoding	0.9917
OTTMUST00000126353.1	noncoding	0.9843
OTTMUST00000125594.1	noncoding	0.9402
OTTMUST00000086994.1	noncoding	0.9144
OTTMUST00000137102.1	noncoding	0.8197
OTTMUST00000088299.1	noncoding	0.9540
OTTMUST00000143414.1	noncoding	0.6125
OTTMUST00000029181.2	noncoding	0.9828
OTTMUST00000125686.1	noncoding	0.7894
OTTMUST00000155078.1	noncoding	0.9065
OTTMUST00000118836.1	noncoding	0.9820
OTTMUST00000121778.1	noncoding	0.9141
OTTMUST00000130872.1	noncoding	0.6797
OTTMUST00000132210.1	noncoding	0.8785
OTTMUST00000136186.1	noncoding	0.9265
OTTMUST00000120575.1	noncoding	0.9480
OTTMUST00000149863.1	noncoding	0.8993
OTTMUST00000127968.1	noncoding	0.9694
OTTMUST00000158564.1	noncoding	0.8869
OTTMUST00000143011.1	noncoding	0.9540
OTTMUST00000001316.1	noncoding	0.9083
OTTMUST00000042930.1	noncoding	0.9394
OTTMUST00000058730.1	noncoding	0.9316
OTTMUST00000153640.1	noncoding	0.9554
OTTMUST00000140051.1	coding	0.4568
OTTMUST00000153760.1	noncoding	0.9572
OTTMUST00000157154.1	noncoding	0.9439
OTTMUST00000029989.1	noncoding	0.9556
OTTMUST00000146118.1	noncoding	0.9745
OTTMUST00000010687.1	noncoding	0.8134
OTTMUST00000112239.1	noncoding	0.9129
OTTMUST00000155434.1	noncoding	0.9433
OTTMUST00000149726.1	noncoding	0.9301
OTTMUST00000125017.1	noncoding	0.9070
OTTMUST00000141555.1	noncoding	0.9606
OTTMUST00000121000.1	noncoding	0.9474
OTTMUST00000158561.1	noncoding	0.8978
OTTMUST00000023389.1	noncoding	0.9580
OTTMUST00000150083.1	noncoding	0.9206
OTTMUST00000112771.1	coding	0.4429
OTTMUST00000154778.1	noncoding	0.9158
OTTMUST00000156438.1	noncoding	0.9623
OTTMUST00000122698.1	noncoding	0.8011
OTTMUST00000002656.1	noncoding	0.9736
OTTMUST00000159212.1	noncoding	0.8836
OTTMUST00000159213.1	noncoding	0.9298
OTTMUST00000155163.1	noncoding	0.9320
OTTMUST00000154876.1	noncoding	0.8160
OTTMUST00000135517.1	noncoding	0.7698
OTTMUST00000123585.1	noncoding	0.9727
OTTMUST00000001594.2	noncoding	0.7257
OTTMUST00000040868.2	noncoding	0.9721
OTTMUST00000017642.1	noncoding	0.8868
OTTMUST00000121087.1	noncoding	0.9854
OTTMUST00000124548.1	noncoding	0.8943
OTTMUST00000121578.1	noncoding	0.8955
OTTMUST00000125598.1	noncoding	0.9769
OTTMUST00000124243.1	noncoding	0.9823
OTTMUST00000154523.1	noncoding	0.9759
OTTMUST00000124117.1	noncoding	0.9817
OTTMUST00000146295.1	noncoding	0.9115
OTTMUST00000153400.1	noncoding	0.9383
OTTMUST00000157584.1	noncoding	0.8923
OTTMUST00000149280.1	noncoding	0.9479
OTTMUST00000125562.1	noncoding	0.9814
OTTMUST00000159724.1	noncoding	0.9484
OTTMUST00000152066.1	noncoding	0.8764
OTTMUST00000133399.1	noncoding	0.9896
OTTMUST00000119792.1	noncoding	0.9918
OTTMUST00000118871.2	noncoding	0.8446
OTTMUST00000121640.1	noncoding	0.9720
OTTMUST00000113161.1	noncoding	0.9197
OTTMUST00000118682.2	noncoding	0.9397
OTTMUST00000014905.1	noncoding	0.9588
OTTMUST00000112929.1	noncoding	0.9848
OTTMUST00000148412.1	noncoding	0.9588
OTTMUST00000017062.1	noncoding	0.6452
OTTMUST00000128404.1	noncoding	0.8572
OTTMUST00000033968.1	noncoding	0.9657
OTTMUST00000148626.1	noncoding	0.9607
OTTMUST00000121606.1	noncoding	0.9595
OTTMUST00000133196.1	noncoding	0.8487
OTTMUST00000046695.1	noncoding	0.9432
OTTMUST00000125556.1	noncoding	0.9817
OTTMUST00000127797.1	noncoding	0.9313
OTTMUST00000114221.1	noncoding	0.9612
OTTMUST00000135596.1	noncoding	0.9500
OTTMUST00000147841.1	noncoding	0.9282
OTTMUST00000044753.1	noncoding	0.9461
OTTMUST00000001278.1	noncoding	0.9616
OTTMUST00000149086.1	noncoding	0.9430
OTTMUST00000145401.1	noncoding	0.9722
OTTMUST00000148026.1	noncoding	0.9850
OTTMUST00000141195.1	noncoding	0.7125
OTTMUST00000123592.1	coding	0.2253
OTTMUST00000149169.1	noncoding	0.9478
OTTMUST00000118799.1	noncoding	0.9567
OTTMUST00000135895.2	noncoding	0.9508
OTTMUST00000034990.1	noncoding	0.8916
OTTMUST00000146304.1	noncoding	0.8943
OTTMUST00000125446.1	noncoding	0.9406
OTTMUST00000134190.1	coding	0.3138
OTTMUST00000145033.1	noncoding	0.9569
OTTMUST00000153795.1	noncoding	0.9553
OTTMUST00000119324.1	noncoding	0.9777
OTTMUST00000157138.1	noncoding	0.9552
OTTMUST00000087831.1	noncoding	0.8882
OTTMUST00000058689.1	noncoding	0.9365
OTTMUST00000128384.1	noncoding	0.9074
OTTMUST00000037257.1	noncoding	0.8983
OTTMUST00000150082.1	noncoding	0.9025
OTTMUST00000126043.1	noncoding	0.9734
OTTMUST00000050038.2	noncoding	0.8258
OTTMUST00000122335.1	noncoding	0.8218
OTTMUST00000124052.1	noncoding	0.9733
OTTMUST00000113025.1	noncoding	0.9945
OTTMUST00000153762.1	noncoding	0.9884
OTTMUST00000158764.1	noncoding	0.9426
OTTMUST00000146818.2	noncoding	0.8936
OTTMUST00000141549.1	noncoding	0.9535
OTTMUST00000148301.1	noncoding	0.9809
OTTMUST00000141679.1	noncoding	0.8714
OTTMUST00000118107.1	noncoding	0.9313
OTTMUST00000035614.1	noncoding	0.7721
OTTMUST00000134377.1	noncoding	0.7669
OTTMUST00000122547.1	noncoding	0.8507
OTTMUST00000050037.2	noncoding	0.7886
OTTMUST00000117084.1	noncoding	0.9754
OTTMUST00000021794.1	noncoding	0.9202
OTTMUST00000145107.1	noncoding	0.7147
OTTMUST00000135519.1	noncoding	0.7679
OTTMUST00000148921.1	noncoding	0.9647
OTTMUST00000044773.1	noncoding	0.9473
OTTMUST00000016294.1	noncoding	0.8423
OTTMUST00000128115.1	noncoding	0.9764
OTTMUST00000154468.1	noncoding	0.9108
OTTMUST00000042799.1	noncoding	0.9744
OTTMUST00000112604.1	noncoding	0.8691
OTTMUST00000027248.1	noncoding	0.9774
OTTMUST00000128157.1	noncoding	0.9694
OTTMUST00000147832.1	noncoding	0.9082
OTTMUST00000025267.1	noncoding	0.8843
OTTMUST00000135961.1	noncoding	0.9207
OTTMUST00000153128.1	noncoding	0.9764
OTTMUST00000132478.1	noncoding	0.9479
OTTMUST00000156991.1	noncoding	0.9889
OTTMUST00000158999.1	noncoding	0.8415
OTTMUST00000118872.1	noncoding	0.9443
OTTMUST00000150970.1	noncoding	0.9290
OTTMUST00000136460.1	noncoding	0.9615
OTTMUST00000158965.1	noncoding	0.9097
OTTMUST00000079599.1	coding	0.0867
OTTMUST00000126727.1	noncoding	0.6553
OTTMUST00000159887.1	noncoding	0.9209
OTTMUST00000120381.1	noncoding	0.9832
OTTMUST00000149190.1	noncoding	0.9646
OTTMUST00000128751.1	noncoding	0.9087
OTTMUST00000103641.2	noncoding	0.9075
OTTMUST00000119884.1	noncoding	0.9081
OTTMUST00000159684.1	noncoding	0.9570
OTTMUST00000034943.1	noncoding	0.9959
OTTMUST00000153129.1	noncoding	0.9771
OTTMUST00000124198.1	noncoding	0.9733
OTTMUST00000125356.1	noncoding	0.9527
OTTMUST00000078339.1	noncoding	0.9086
OTTMUST00000146514.1	noncoding	0.9772
OTTMUST00000139621.1	noncoding	0.8871
OTTMUST00000001314.1	noncoding	0.9575
OTTMUST00000153413.1	noncoding	0.9157
OTTMUST00000064293.1	noncoding	0.8969
OTTMUST00000124085.1	noncoding	0.9293
OTTMUST00000037306.1	noncoding	0.8923
OTTMUST00000136485.1	noncoding	0.9741
OTTMUST00000127461.1	noncoding	0.9873
OTTMUST00000118891.1	noncoding	0.9149
OTTMUST00000135143.1	noncoding	0.9265
OTTMUST00000144942.1	noncoding	0.9804
OTTMUST00000124062.1	noncoding	0.9838
OTTMUST00000123104.1	noncoding	0.9071
OTTMUST00000026859.1	noncoding	0.8060
OTTMUST00000149257.1	noncoding	0.9895
OTTMUST00000087842.1	noncoding	0.7801
OTTMUST00000136941.1	noncoding	0.8637
OTTMUST00000132200.1	noncoding	0.8853
OTTMUST00000145404.1	noncoding	0.9506
OTTMUST00000134381.1	noncoding	0.9696
OTTMUST00000155177.1	noncoding	0.9802
OTTMUST00000058688.1	noncoding	0.9336
OTTMUST00000117051.2	noncoding	0.7791
OTTMUST00000038858.2	noncoding	0.9661
OTTMUST00000150254.1	noncoding	0.9439
OTTMUST00000120089.1	noncoding	0.9721
OTTMUST00000055476.1	noncoding	0.9039
OTTMUST00000011811.1	noncoding	0.8487
OTTMUST00000149207.1	noncoding	0.8347
OTTMUST00000157920.1	noncoding	0.8150
OTTMUST00000041624.2	noncoding	0.9437
OTTMUST00000125169.1	noncoding	0.9721
OTTMUST00000015022.1	noncoding	0.8481
OTTMUST00000118979.1	noncoding	0.9810
OTTMUST00000147840.1	noncoding	0.9507
OTTMUST00000125414.2	noncoding	0.9802
OTTMUST00000154961.1	noncoding	0.9516
OTTMUST00000148915.1	noncoding	0.8270
OTTMUST00000022479.1	noncoding	0.9393
OTTMUST00000159509.1	noncoding	0.9393
OTTMUST00000149111.1	noncoding	0.9758
OTTMUST00000144952.1	noncoding	0.9825
OTTMUST00000122929.2	noncoding	0.6884
OTTMUST00000125438.1	noncoding	0.9727
OTTMUST00000121345.1	noncoding	0.9728
OTTMUST00000136455.1	noncoding	0.9466
OTTMUST00000138959.1	noncoding	0.9434
OTTMUST00000143827.1	noncoding	0.9347
OTTMUST00000148955.1	noncoding	0.9803
OTTMUST00000064348.1	noncoding	0.9879
OTTMUST00000044450.1	noncoding	0.9424
OTTMUST00000113398.1	noncoding	0.8240
OTTMUST00000122759.1	noncoding	0.8148
OTTMUST00000055471.1	noncoding	0.7872
OTTMUST00000124702.1	noncoding	0.9705
OTTMUST00000117441.1	noncoding	0.9977
OTTMUST00000019025.1	noncoding	0.9408
OTTMUST00000146268.1	noncoding	0.8629
OTTMUST00000123958.1	noncoding	0.9227
OTTMUST00000123127.1	noncoding	0.8556
OTTMUST00000155043.1	noncoding	0.9787
OTTMUST00000027643.1	noncoding	0.9801
OTTMUST00000140333.1	noncoding	0.9518
OTTMUST00000111571.1	noncoding	0.9081
OTTMUST00000011729.1	noncoding	0.9568
OTTMUST00000013828.2	noncoding	0.9757
OTTMUST00000120170.1	noncoding	0.6340
OTTMUST00000119562.1	noncoding	0.9772
OTTMUST00000159682.1	noncoding	0.9842
