Transcript ID	Prediction	Noncoding Score
OTTMUST00000086891.1	noncoding	0.8196
OTTMUST00000032345.1	noncoding	0.7283
OTTMUST00000043205.1	noncoding	0.9504
OTTMUST00000091556.1	noncoding	0.5825
OTTMUST00000095943.1	noncoding	0.8610
OTTMUST00000140755.2	noncoding	0.9586
OTTMUST00000139247.2	noncoding	0.8689
OTTMUST00000069359.1	noncoding	0.8585
OTTMUST00000039671.3	coding	0.0000
OTTMUST00000117828.2	noncoding	0.7852
OTTMUST00000000219.2	noncoding	0.8805
OTTMUST00000094795.2	noncoding	0.8939
OTTMUST00000043578.2	noncoding	0.8475
OTTMUST00000132806.2	noncoding	0.8493
OTTMUST00000020092.2	noncoding	0.8533
OTTMUST00000003698.1	coding	0.0204
OTTMUST00000091849.1	coding	0.1960
OTTMUST00000096418.1	noncoding	0.9889
OTTMUST00000080256.1	noncoding	0.9970
OTTMUST00000040660.2	noncoding	0.8352
OTTMUST00000002173.3	noncoding	0.8381
OTTMUST00000104272.2	noncoding	0.6609
OTTMUST00000055821.2	noncoding	0.9540
OTTMUST00000139512.4	noncoding	0.9202
OTTMUST00000015433.4	noncoding	0.8580
OTTMUST00000091763.2	noncoding	0.7403
OTTMUST00000022150.3	coding	0.2272
OTTMUST00000112288.2	noncoding	0.7503
OTTMUST00000124280.2	noncoding	0.8610
OTTMUST00000050494.1	noncoding	0.7355
OTTMUST00000120238.2	noncoding	0.9832
OTTMUST00000053253.1	noncoding	0.8163
OTTMUST00000056114.1	coding	0.3054
OTTMUST00000038853.2	coding	0.2278
OTTMUST00000028142.2	noncoding	0.9153
OTTMUST00000158288.1	coding	0.4064
OTTMUST00000053053.1	noncoding	0.9256
OTTMUST00000149719.1	noncoding	0.9021
OTTMUST00000118700.3	coding	0.4200
OTTMUST00000134804.3	noncoding	0.9315
OTTMUST00000078885.1	noncoding	0.9146
OTTMUST00000065797.1	noncoding	0.9473
OTTMUST00000158120.1	noncoding	0.5344
OTTMUST00000076581.2	noncoding	0.9269
OTTMUST00000114554.1	noncoding	0.9930
OTTMUST00000065692.1	noncoding	0.5871
OTTMUST00000051887.1	noncoding	0.6244
OTTMUST00000142201.2	noncoding	0.9469
OTTMUST00000082450.1	coding	0.0242
OTTMUST00000159402.1	noncoding	0.7260
OTTMUST00000041554.2	noncoding	0.9503
OTTMUST00000014745.1	noncoding	0.6342
OTTMUST00000141005.2	noncoding	0.7396
OTTMUST00000117658.2	noncoding	0.7365
OTTMUST00000092542.2	coding	0.1738
OTTMUST00000045798.3	noncoding	0.9498
OTTMUST00000070417.1	noncoding	0.9138
OTTMUST00000061043.2	noncoding	0.9538
OTTMUST00000137130.1	noncoding	0.7402
OTTMUST00000090096.1	noncoding	0.8737
OTTMUST00000095218.1	coding	0.0761
OTTMUST00000064661.1	noncoding	0.6114
OTTMUST00000152442.1	coding	0.1789
OTTMUST00000050305.1	noncoding	0.9278
OTTMUST00000112002.4	noncoding	0.8865
OTTMUST00000056965.3	noncoding	0.9197
OTTMUST00000072566.1	noncoding	0.8557
OTTMUST00000156051.1	coding	0.2574
OTTMUST00000143082.1	noncoding	0.9671
OTTMUST00000148180.1	noncoding	0.9726
OTTMUST00000064268.2	noncoding	0.9764
OTTMUST00000050926.1	coding	0.0000
OTTMUST00000046663.1	noncoding	0.9050
OTTMUST00000055938.2	noncoding	0.7056
OTTMUST00000055827.1	noncoding	0.8881
OTTMUST00000116357.1	coding	0.0550
OTTMUST00000059077.1	noncoding	0.9547
OTTMUST00000070839.1	noncoding	0.9625
OTTMUST00000126826.2	noncoding	0.7949
OTTMUST00000088510.1	coding	0.3878
OTTMUST00000096894.1	noncoding	0.8229
OTTMUST00000088785.2	noncoding	0.6541
OTTMUST00000149603.1	noncoding	0.7988
OTTMUST00000135245.2	noncoding	0.8253
OTTMUST00000110373.1	noncoding	0.9063
OTTMUST00000141190.2	noncoding	0.9390
OTTMUST00000016844.1	noncoding	0.7960
OTTMUST00000136805.2	noncoding	0.9438
OTTMUST00000144721.1	noncoding	0.9515
OTTMUST00000090208.2	coding	0.3314
OTTMUST00000004585.2	noncoding	0.6170
OTTMUST00000060395.1	noncoding	0.7360
OTTMUST00000158039.1	noncoding	0.5586
OTTMUST00000131690.1	coding	0.0065
OTTMUST00000140708.1	noncoding	0.9061
OTTMUST00000042895.3	noncoding	0.7751
OTTMUST00000052833.2	noncoding	0.9398
OTTMUST00000040600.1	noncoding	0.8702
OTTMUST00000097817.1	noncoding	0.9066
OTTMUST00000077714.2	coding	0.3085
OTTMUST00000053589.1	noncoding	0.9109
OTTMUST00000066172.1	noncoding	0.6915
OTTMUST00000041742.1	coding	0.2333
OTTMUST00000155994.1	coding	0.0701
OTTMUST00000044643.4	noncoding	0.7565
OTTMUST00000156344.1	noncoding	0.8938
OTTMUST00000040518.2	noncoding	0.6502
OTTMUST00000053778.1	noncoding	0.7649
OTTMUST00000011988.1	noncoding	0.7962
OTTMUST00000103816.2	noncoding	0.9290
OTTMUST00000158390.2	noncoding	0.9133
OTTMUST00000040020.1	noncoding	0.8980
OTTMUST00000143853.1	noncoding	0.9632
OTTMUST00000058733.1	noncoding	0.8862
OTTMUST00000115922.1	noncoding	0.8951
OTTMUST00000116075.2	noncoding	0.9451
OTTMUST00000046484.1	noncoding	0.9039
OTTMUST00000131080.1	noncoding	0.8209
OTTMUST00000085055.1	noncoding	0.6463
OTTMUST00000019223.1	noncoding	0.9200
OTTMUST00000150822.1	noncoding	0.8450
OTTMUST00000142992.1	noncoding	0.8111
OTTMUST00000046551.1	noncoding	0.7291
OTTMUST00000090641.2	noncoding	0.9711
OTTMUST00000011238.1	noncoding	0.8365
OTTMUST00000056617.2	coding	0.2886
OTTMUST00000046637.1	noncoding	0.7129
OTTMUST00000135989.1	coding	0.2605
OTTMUST00000065450.1	noncoding	0.7659
OTTMUST00000060731.4	coding	0.3805
OTTMUST00000103941.1	noncoding	0.8134
OTTMUST00000116767.2	coding	0.2589
OTTMUST00000060795.1	noncoding	0.8160
OTTMUST00000005665.1	noncoding	0.9566
OTTMUST00000065408.1	noncoding	0.9547
OTTMUST00000053776.1	noncoding	0.7823
OTTMUST00000090295.1	coding	0.3723
OTTMUST00000118855.1	noncoding	0.8414
OTTMUST00000028370.1	noncoding	0.8378
OTTMUST00000066372.2	noncoding	0.8089
OTTMUST00000112330.1	noncoding	0.7995
OTTMUST00000114227.1	noncoding	0.9058
OTTMUST00000076318.2	noncoding	0.8865
OTTMUST00000014100.7	coding	0.2909
OTTMUST00000124249.1	noncoding	0.7113
OTTMUST00000134006.1	noncoding	0.7646
OTTMUST00000058643.1	noncoding	0.6243
OTTMUST00000047001.1	noncoding	0.9125
OTTMUST00000063306.2	noncoding	0.8731
OTTMUST00000027950.1	noncoding	0.8015
OTTMUST00000052590.3	noncoding	0.8883
OTTMUST00000049280.1	noncoding	0.7088
OTTMUST00000064849.1	noncoding	0.6159
OTTMUST00000080101.2	coding	0.0380
OTTMUST00000052216.1	noncoding	0.8016
OTTMUST00000057157.1	noncoding	0.9292
OTTMUST00000056516.2	noncoding	0.8704
OTTMUST00000069398.1	noncoding	0.9382
OTTMUST00000114061.2	noncoding	0.6921
OTTMUST00000035950.1	noncoding	0.8631
OTTMUST00000062147.2	noncoding	0.9343
OTTMUST00000047975.2	coding	0.3192
OTTMUST00000158090.1	noncoding	0.9148
OTTMUST00000145706.1	noncoding	0.9143
OTTMUST00000149218.3	noncoding	0.9474
OTTMUST00000047586.1	noncoding	0.9778
OTTMUST00000124598.1	noncoding	0.9828
OTTMUST00000057796.1	noncoding	0.9510
OTTMUST00000145872.1	coding	0.0500
OTTMUST00000017621.1	noncoding	0.8135
OTTMUST00000157724.1	noncoding	0.7694
OTTMUST00000134606.1	noncoding	0.6805
OTTMUST00000141420.1	noncoding	0.9073
OTTMUST00000066791.2	noncoding	0.6832
OTTMUST00000062286.1	noncoding	0.7888
OTTMUST00000154752.1	noncoding	0.9242
OTTMUST00000062730.1	noncoding	0.7958
OTTMUST00000046316.1	coding	0.1842
OTTMUST00000139387.2	noncoding	0.8628
OTTMUST00000036170.2	noncoding	0.9531
OTTMUST00000154301.1	coding	0.2473
OTTMUST00000062058.4	coding	0.0018
OTTMUST00000005449.2	noncoding	0.9430
OTTMUST00000045150.3	noncoding	0.8024
OTTMUST00000064544.1	noncoding	0.8880
OTTMUST00000137120.1	noncoding	0.9468
OTTMUST00000156152.1	coding	0.2554
OTTMUST00000139946.1	noncoding	0.6488
OTTMUST00000124029.1	noncoding	0.9300
OTTMUST00000085053.1	coding	0.3324
OTTMUST00000151280.1	noncoding	0.9151
OTTMUST00000061590.1	coding	0.3581
OTTMUST00000154534.1	coding	0.2737
OTTMUST00000072748.1	noncoding	0.7652
OTTMUST00000058517.1	noncoding	0.8206
OTTMUST00000146857.2	coding	0.1353
OTTMUST00000042897.3	noncoding	0.8203
OTTMUST00000146040.1	coding	0.0659
OTTMUST00000065787.2	noncoding	0.7757
OTTMUST00000153312.1	noncoding	0.7702
OTTMUST00000091899.1	noncoding	0.6967
OTTMUST00000072430.1	noncoding	0.8718
OTTMUST00000068560.1	noncoding	0.8773
OTTMUST00000073211.2	noncoding	0.9033
OTTMUST00000044392.1	coding	0.3692
OTTMUST00000146919.1	noncoding	0.8689
OTTMUST00000128583.5	noncoding	0.6844
OTTMUST00000097858.2	noncoding	0.8946
OTTMUST00000116638.2	noncoding	0.9538
OTTMUST00000086380.1	coding	0.0827
OTTMUST00000006316.1	coding	0.2745
OTTMUST00000088342.1	noncoding	0.7173
OTTMUST00000036937.1	noncoding	0.8789
OTTMUST00000147796.1	noncoding	0.9053
OTTMUST00000090595.2	coding	0.1577
OTTMUST00000013438.1	coding	0.2380
OTTMUST00000145390.2	noncoding	0.8926
OTTMUST00000089609.1	coding	0.3772
OTTMUST00000109970.1	noncoding	0.8953
OTTMUST00000094494.1	noncoding	0.7640
OTTMUST00000153077.2	noncoding	0.7218
OTTMUST00000155225.1	noncoding	0.8554
OTTMUST00000090408.1	noncoding	0.7174
OTTMUST00000082655.1	noncoding	0.8463
OTTMUST00000126465.2	noncoding	0.8598
OTTMUST00000068729.1	noncoding	0.8772
OTTMUST00000081830.1	noncoding	0.9060
OTTMUST00000079768.1	noncoding	0.9752
OTTMUST00000040000.2	coding	0.1116
OTTMUST00000038221.1	noncoding	0.8801
OTTMUST00000068293.13	noncoding	0.8303
OTTMUST00000077807.1	noncoding	0.9127
OTTMUST00000094265.1	noncoding	0.8437
OTTMUST00000042522.1	noncoding	0.8392
OTTMUST00000067640.1	noncoding	0.8717
OTTMUST00000116422.2	coding	0.1551
OTTMUST00000119568.1	noncoding	0.7433
OTTMUST00000124689.1	noncoding	0.9732
OTTMUST00000142954.1	noncoding	0.9518
OTTMUST00000143204.1	noncoding	0.8757
OTTMUST00000070764.2	noncoding	0.9144
OTTMUST00000056156.1	noncoding	0.8231
OTTMUST00000095814.1	coding	0.3131
OTTMUST00000088306.1	noncoding	0.9094
OTTMUST00000113776.1	coding	0.2796
OTTMUST00000068442.3	noncoding	0.7729
OTTMUST00000104172.2	noncoding	0.7492
OTTMUST00000141732.1	noncoding	0.7874
OTTMUST00000054317.2	noncoding	0.9617
OTTMUST00000150466.3	noncoding	0.9116
OTTMUST00000050805.1	noncoding	0.7087
OTTMUST00000080439.1	noncoding	0.9422
OTTMUST00000022897.2	coding	0.1303
OTTMUST00000037818.1	coding	0.3999
OTTMUST00000041678.1	coding	0.0055
OTTMUST00000037666.1	noncoding	0.6734
OTTMUST00000035774.4	noncoding	0.8740
OTTMUST00000067657.2	noncoding	0.8678
OTTMUST00000143863.1	noncoding	0.9132
OTTMUST00000133855.1	noncoding	0.9304
OTTMUST00000070254.2	noncoding	0.9711
OTTMUST00000116577.1	noncoding	0.9024
OTTMUST00000146028.1	noncoding	0.9644
OTTMUST00000038159.1	noncoding	0.6720
OTTMUST00000076194.2	noncoding	0.9149
OTTMUST00000127521.1	coding	0.0387
OTTMUST00000152367.1	coding	0.3657
OTTMUST00000054839.1	noncoding	0.5945
OTTMUST00000041664.2	noncoding	0.9757
OTTMUST00000042564.1	coding	0.3576
OTTMUST00000059851.3	noncoding	0.7698
OTTMUST00000122736.1	noncoding	0.6275
OTTMUST00000063733.2	noncoding	0.9743
OTTMUST00000044106.1	noncoding	0.7288
OTTMUST00000078198.1	noncoding	0.7780
OTTMUST00000045349.1	coding	0.2817
OTTMUST00000065994.1	noncoding	0.9130
OTTMUST00000092775.2	noncoding	0.8557
OTTMUST00000083419.3	noncoding	0.7813
OTTMUST00000068637.1	coding	0.0820
OTTMUST00000045711.3	noncoding	0.9644
OTTMUST00000073478.7	noncoding	0.9506
OTTMUST00000059699.2	coding	0.3111
OTTMUST00000016601.2	noncoding	0.6387
OTTMUST00000151500.1	coding	0.0140
OTTMUST00000067796.1	noncoding	0.9140
OTTMUST00000159839.1	noncoding	0.9081
OTTMUST00000125148.1	coding	0.3489
OTTMUST00000000462.1	noncoding	0.8770
OTTMUST00000070265.1	noncoding	0.8946
OTTMUST00000145063.1	noncoding	0.9262
OTTMUST00000046425.1	noncoding	0.8093
OTTMUST00000076911.1	coding	0.3010
OTTMUST00000033518.3	noncoding	0.8653
OTTMUST00000124878.1	noncoding	0.9788
OTTMUST00000060194.2	noncoding	0.9644
OTTMUST00000061467.1	coding	0.1597
OTTMUST00000154878.1	noncoding	0.9197
OTTMUST00000066032.1	noncoding	0.6362
OTTMUST00000084955.4	noncoding	0.7907
OTTMUST00000026328.2	noncoding	0.7117
OTTMUST00000069679.1	noncoding	0.8216
OTTMUST00000046346.1	coding	0.3647
OTTMUST00000097204.2	noncoding	0.8125
OTTMUST00000014510.2	noncoding	0.8568
OTTMUST00000144034.1	noncoding	0.6841
OTTMUST00000150915.1	noncoding	0.9237
OTTMUST00000140496.1	noncoding	0.8332
OTTMUST00000145137.1	noncoding	0.8380
OTTMUST00000058067.1	noncoding	0.9335
OTTMUST00000059325.1	noncoding	0.7454
OTTMUST00000061094.1	noncoding	0.9676
OTTMUST00000052358.1	noncoding	0.9492
OTTMUST00000155352.1	noncoding	0.7933
OTTMUST00000085661.1	noncoding	0.9064
OTTMUST00000149317.1	coding	0.0565
OTTMUST00000073259.1	noncoding	0.9005
OTTMUST00000066046.1	noncoding	0.9710
OTTMUST00000003416.1	noncoding	0.5540
OTTMUST00000103812.2	noncoding	0.9032
OTTMUST00000013491.1	noncoding	0.9460
OTTMUST00000050182.1	noncoding	0.6818
OTTMUST00000053345.1	noncoding	0.8862
OTTMUST00000116616.1	noncoding	0.8729
OTTMUST00000136925.1	noncoding	0.8114
OTTMUST00000127590.3	noncoding	0.9282
OTTMUST00000063649.1	coding	0.1655
OTTMUST00000072890.1	coding	0.1045
OTTMUST00000047367.2	noncoding	0.9633
OTTMUST00000153983.1	noncoding	0.9237
OTTMUST00000087077.1	noncoding	0.8567
OTTMUST00000142001.1	noncoding	0.9087
OTTMUST00000079349.3	noncoding	0.9715
OTTMUST00000062401.1	noncoding	0.8564
OTTMUST00000082341.3	coding	0.0979
OTTMUST00000126779.1	noncoding	0.8073
OTTMUST00000077868.1	noncoding	0.9433
OTTMUST00000046702.2	noncoding	0.7343
OTTMUST00000048491.1	noncoding	0.8247
OTTMUST00000039162.2	noncoding	0.8084
OTTMUST00000111525.2	noncoding	0.7947
OTTMUST00000007942.1	coding	0.2468
OTTMUST00000073347.1	noncoding	0.9447
OTTMUST00000086060.1	noncoding	0.9219
OTTMUST00000077241.3	coding	0.3554
OTTMUST00000066902.2	noncoding	0.9069
OTTMUST00000063031.1	noncoding	0.5806
OTTMUST00000045557.3	noncoding	0.6964
OTTMUST00000095000.1	noncoding	0.9556
OTTMUST00000094827.1	noncoding	0.9163
OTTMUST00000036164.1	noncoding	0.7826
OTTMUST00000062375.1	noncoding	0.8869
OTTMUST00000070422.2	noncoding	0.8498
OTTMUST00000147067.1	noncoding	0.9022
OTTMUST00000026365.1	noncoding	0.5727
OTTMUST00000045042.3	noncoding	0.9549
OTTMUST00000159548.1	noncoding	0.7871
OTTMUST00000155831.2	noncoding	0.9357
OTTMUST00000148951.1	noncoding	0.9602
OTTMUST00000080463.1	coding	0.0412
OTTMUST00000116294.1	coding	0.0302
OTTMUST00000047608.1	noncoding	0.7166
OTTMUST00000052715.1	noncoding	0.6252
OTTMUST00000066465.2	noncoding	0.9298
OTTMUST00000035560.2	noncoding	0.6515
OTTMUST00000137913.1	noncoding	0.8046
OTTMUST00000096808.2	noncoding	0.6945
OTTMUST00000091728.1	noncoding	0.7347
OTTMUST00000045699.3	noncoding	0.9277
OTTMUST00000051820.1	coding	0.0066
OTTMUST00000060823.2	noncoding	0.9949
OTTMUST00000084070.1	noncoding	0.7666
OTTMUST00000049563.2	noncoding	0.9670
OTTMUST00000046285.1	noncoding	0.9055
OTTMUST00000069548.4	noncoding	0.9675
OTTMUST00000040949.2	noncoding	0.9030
OTTMUST00000118155.1	coding	0.0040
OTTMUST00000104200.1	noncoding	0.9490
OTTMUST00000087792.2	noncoding	0.8997
OTTMUST00000102942.1	coding	0.0620
OTTMUST00000125951.1	noncoding	0.8158
OTTMUST00000009983.2	noncoding	0.8936
OTTMUST00000114550.1	noncoding	0.9740
OTTMUST00000063225.1	noncoding	0.9666
OTTMUST00000112392.2	coding	0.0291
OTTMUST00000151264.1	noncoding	0.6540
OTTMUST00000052395.1	coding	0.1039
OTTMUST00000004397.1	noncoding	0.8516
OTTMUST00000073813.1	noncoding	0.8328
OTTMUST00000081512.1	noncoding	0.8249
OTTMUST00000065849.3	noncoding	0.8429
OTTMUST00000049523.1	noncoding	0.9375
OTTMUST00000060629.1	coding	0.4188
OTTMUST00000012818.2	coding	0.0778
OTTMUST00000089047.1	noncoding	0.9259
OTTMUST00000013896.3	noncoding	0.9250
OTTMUST00000067314.1	coding	0.3586
OTTMUST00000035866.2	noncoding	0.7952
OTTMUST00000029414.2	noncoding	0.8471
OTTMUST00000031100.2	noncoding	0.9038
OTTMUST00000000234.1	noncoding	0.6743
OTTMUST00000134883.1	noncoding	0.8212
OTTMUST00000054810.4	noncoding	0.7083
OTTMUST00000049842.3	noncoding	0.8223
OTTMUST00000069440.3	coding	0.0166
OTTMUST00000147392.1	noncoding	0.6245
OTTMUST00000034696.2	noncoding	0.7975
OTTMUST00000096567.2	noncoding	0.8785
OTTMUST00000049436.1	coding	0.0830
