Transcript ID	Prediction	Noncoding Score
OTTMUST00000130903.1	noncoding	0.9195
OTTMUST00000098195.2	coding	0.0374
OTTMUST00000121364.1	noncoding	0.7180
OTTMUST00000061343.1	coding	0.3151
OTTMUST00000080711.1	noncoding	0.8257
OTTMUST00000158911.1	noncoding	0.8288
OTTMUST00000142592.1	noncoding	0.8624
OTTMUST00000066657.2	noncoding	0.9217
OTTMUST00000067343.3	noncoding	0.9713
OTTMUST00000126843.1	noncoding	0.7551
OTTMUST00000132622.1	noncoding	0.6429
OTTMUST00000103243.2	noncoding	0.8256
OTTMUST00000082863.1	noncoding	0.8534
OTTMUST00000143010.1	noncoding	0.7800
OTTMUST00000048809.1	noncoding	0.8980
OTTMUST00000096588.3	noncoding	0.9407
OTTMUST00000152665.1	noncoding	0.9495
OTTMUST00000092313.1	noncoding	0.9429
OTTMUST00000045311.3	noncoding	0.7759
OTTMUST00000054890.2	noncoding	0.6487
OTTMUST00000128316.1	noncoding	0.7945
OTTMUST00000013929.2	coding	0.3244
OTTMUST00000136912.1	noncoding	0.7950
OTTMUST00000049663.1	noncoding	0.9220
OTTMUST00000059058.2	noncoding	0.9109
OTTMUST00000125232.2	noncoding	0.6279
OTTMUST00000039284.2	noncoding	0.8048
OTTMUST00000143197.1	noncoding	0.9199
OTTMUST00000090732.3	noncoding	0.7381
OTTMUST00000029971.3	coding	0.1945
OTTMUST00000037921.1	noncoding	0.9743
OTTMUST00000099384.2	noncoding	0.7812
OTTMUST00000043613.1	noncoding	0.8598
OTTMUST00000131069.1	noncoding	0.9244
OTTMUST00000139782.4	noncoding	0.8496
OTTMUST00000158215.1	noncoding	0.9301
OTTMUST00000128941.2	noncoding	0.9186
OTTMUST00000052666.2	coding	0.3485
OTTMUST00000152466.1	noncoding	0.8918
OTTMUST00000122518.1	noncoding	0.9112
OTTMUST00000084798.1	coding	0.1420
OTTMUST00000142347.2	noncoding	0.9562
OTTMUST00000148671.1	coding	0.0829
OTTMUST00000039743.2	noncoding	0.7023
OTTMUST00000078927.1	noncoding	0.8403
OTTMUST00000034645.1	noncoding	0.9483
OTTMUST00000118895.3	coding	0.2500
OTTMUST00000040396.1	noncoding	0.8508
OTTMUST00000066709.2	coding	0.3522
OTTMUST00000158907.1	noncoding	0.7284
OTTMUST00000036454.2	noncoding	0.8439
OTTMUST00000093711.1	noncoding	0.7797
OTTMUST00000012779.3	coding	0.2339
OTTMUST00000110330.1	coding	0.2057
OTTMUST00000145640.1	noncoding	0.7109
OTTMUST00000064862.1	noncoding	0.7839
OTTMUST00000133023.1	noncoding	0.9383
OTTMUST00000125919.1	noncoding	0.9393
OTTMUST00000053336.2	noncoding	0.7861
OTTMUST00000147945.1	coding	0.2112
OTTMUST00000055388.2	coding	0.0044
OTTMUST00000102636.2	noncoding	0.9277
OTTMUST00000073476.1	noncoding	0.9452
OTTMUST00000084125.2	noncoding	0.7797
OTTMUST00000083379.1	noncoding	0.8722
OTTMUST00000054082.2	noncoding	0.6604
OTTMUST00000112395.2	noncoding	0.9547
OTTMUST00000078695.1	noncoding	0.9680
OTTMUST00000004418.3	noncoding	0.8719
OTTMUST00000120829.3	noncoding	0.9559
OTTMUST00000053031.2	noncoding	0.9113
OTTMUST00000085595.2	noncoding	0.9163
OTTMUST00000068012.2	noncoding	0.8362
OTTMUST00000079378.1	noncoding	0.7976
OTTMUST00000110066.2	coding	0.3299
OTTMUST00000045906.1	noncoding	0.7993
OTTMUST00000139702.3	noncoding	0.8789
OTTMUST00000118342.1	noncoding	0.8177
OTTMUST00000054312.2	noncoding	0.9547
OTTMUST00000151912.1	noncoding	0.9372
OTTMUST00000019614.5	noncoding	0.8499
OTTMUST00000158702.1	noncoding	0.8865
OTTMUST00000070070.2	noncoding	0.9611
OTTMUST00000070676.1	noncoding	0.8466
OTTMUST00000064515.2	noncoding	0.9138
OTTMUST00000043587.1	coding	0.2884
OTTMUST00000028033.3	noncoding	0.7725
OTTMUST00000032796.4	coding	0.0612
OTTMUST00000036821.1	coding	0.3039
OTTMUST00000075314.2	noncoding	0.9457
OTTMUST00000140246.2	noncoding	0.8574
OTTMUST00000077133.1	noncoding	0.8161
OTTMUST00000084913.2	noncoding	0.9172
OTTMUST00000081296.2	noncoding	0.9483
OTTMUST00000086914.2	noncoding	0.8770
OTTMUST00000068545.1	noncoding	0.8136
OTTMUST00000058817.3	noncoding	0.8109
OTTMUST00000000217.1	noncoding	0.8559
OTTMUST00000037019.1	noncoding	0.7406
OTTMUST00000060921.1	coding	0.2188
OTTMUST00000045998.3	noncoding	0.9023
OTTMUST00000002037.3	noncoding	0.7540
OTTMUST00000140418.3	noncoding	0.7928
OTTMUST00000018082.1	coding	0.0380
OTTMUST00000038271.1	noncoding	0.6554
OTTMUST00000093590.1	noncoding	0.9686
OTTMUST00000122679.2	coding	0.3647
OTTMUST00000135637.1	noncoding	0.8236
OTTMUST00000090942.2	noncoding	0.7043
OTTMUST00000093726.2	noncoding	0.6852
OTTMUST00000046744.1	noncoding	0.9272
OTTMUST00000148181.1	noncoding	0.9609
OTTMUST00000042734.2	noncoding	0.6754
OTTMUST00000090092.2	noncoding	0.8615
OTTMUST00000127249.1	noncoding	0.7616
OTTMUST00000063635.1	noncoding	0.9250
OTTMUST00000094380.1	noncoding	0.8747
OTTMUST00000147718.1	noncoding	0.8245
OTTMUST00000046461.1	noncoding	0.8295
OTTMUST00000089059.1	noncoding	0.6317
OTTMUST00000028785.2	noncoding	0.7564
OTTMUST00000015162.1	noncoding	0.8559
OTTMUST00000019650.2	noncoding	0.8729
OTTMUST00000024395.1	coding	0.0131
OTTMUST00000066071.1	noncoding	0.9337
OTTMUST00000091003.2	noncoding	0.8651
OTTMUST00000075783.2	noncoding	0.9583
OTTMUST00000035804.2	noncoding	0.9305
OTTMUST00000060051.3	noncoding	0.6936
OTTMUST00000123191.1	noncoding	0.8791
OTTMUST00000068145.2	noncoding	0.8633
OTTMUST00000038104.1	noncoding	0.9722
OTTMUST00000128626.1	noncoding	0.8622
OTTMUST00000145395.1	coding	0.3458
OTTMUST00000050295.4	noncoding	0.7828
OTTMUST00000027962.3	noncoding	0.9047
OTTMUST00000158631.1	noncoding	0.7532
OTTMUST00000078711.2	noncoding	0.9545
OTTMUST00000082787.2	noncoding	0.8750
OTTMUST00000095050.2	noncoding	0.6768
OTTMUST00000058121.1	noncoding	0.5857
OTTMUST00000076633.3	noncoding	0.8042
OTTMUST00000135459.2	noncoding	0.8255
OTTMUST00000056725.1	noncoding	0.8756
OTTMUST00000096023.1	noncoding	0.5579
OTTMUST00000075630.2	noncoding	0.7770
OTTMUST00000081498.1	noncoding	0.7200
OTTMUST00000131325.1	noncoding	0.9595
OTTMUST00000044621.2	coding	0.0044
OTTMUST00000150604.1	noncoding	0.9589
OTTMUST00000042212.1	coding	0.0008
OTTMUST00000140767.1	noncoding	0.8762
OTTMUST00000156211.1	noncoding	0.8647
OTTMUST00000056433.1	noncoding	0.9363
OTTMUST00000123602.1	noncoding	0.9434
OTTMUST00000147899.1	noncoding	0.9485
OTTMUST00000126522.2	coding	0.0000
OTTMUST00000149874.1	noncoding	0.9397
OTTMUST00000052470.1	noncoding	0.8272
OTTMUST00000147088.1	coding	0.4663
OTTMUST00000045947.1	coding	0.0621
OTTMUST00000090584.1	noncoding	0.7491
OTTMUST00000065777.1	coding	0.0896
OTTMUST00000068796.2	noncoding	0.8724
OTTMUST00000089208.1	coding	0.0492
OTTMUST00000051276.1	noncoding	0.8970
OTTMUST00000087754.1	noncoding	0.9576
OTTMUST00000089114.1	noncoding	0.5786
OTTMUST00000059442.1	coding	0.0000
OTTMUST00000025695.1	noncoding	0.9063
OTTMUST00000075299.2	noncoding	0.8058
OTTMUST00000012466.3	coding	0.3719
OTTMUST00000081194.1	coding	0.3354
OTTMUST00000059937.3	noncoding	0.9523
OTTMUST00000048350.1	noncoding	0.8270
OTTMUST00000129177.2	noncoding	0.8462
OTTMUST00000151050.1	noncoding	0.9156
OTTMUST00000128784.1	coding	0.0000
OTTMUST00000084724.1	coding	0.0089
OTTMUST00000087983.2	noncoding	0.8792
OTTMUST00000097082.2	noncoding	0.9814
OTTMUST00000095528.1	noncoding	0.6441
OTTMUST00000147780.1	noncoding	0.9243
OTTMUST00000103586.2	noncoding	0.9145
OTTMUST00000095112.2	noncoding	0.6864
OTTMUST00000080977.2	coding	0.3445
OTTMUST00000060007.1	noncoding	0.9455
OTTMUST00000154660.1	coding	0.0778
OTTMUST00000007723.1	coding	0.4316
OTTMUST00000033505.3	noncoding	0.9346
OTTMUST00000132202.1	noncoding	0.9103
OTTMUST00000157984.1	noncoding	0.9574
OTTMUST00000150896.1	noncoding	0.6383
OTTMUST00000090781.1	noncoding	0.8228
OTTMUST00000058404.1	noncoding	0.8843
OTTMUST00000141304.1	noncoding	0.9196
OTTMUST00000150523.1	noncoding	0.9244
OTTMUST00000006226.1	noncoding	0.9633
OTTMUST00000043273.2	noncoding	0.9124
OTTMUST00000020226.1	noncoding	0.8680
OTTMUST00000062612.1	coding	0.3194
OTTMUST00000051687.2	noncoding	0.9718
OTTMUST00000072962.1	coding	0.0000
OTTMUST00000155016.1	noncoding	0.8222
OTTMUST00000125270.1	noncoding	0.9039
OTTMUST00000058683.1	noncoding	0.7323
OTTMUST00000158738.1	noncoding	0.8413
OTTMUST00000041969.1	noncoding	0.8485
OTTMUST00000095831.1	noncoding	0.9619
OTTMUST00000089292.1	noncoding	0.7869
OTTMUST00000092776.2	noncoding	0.8660
OTTMUST00000145064.1	noncoding	0.9311
OTTMUST00000087772.1	noncoding	0.7948
OTTMUST00000076156.3	noncoding	0.6911
OTTMUST00000086363.1	noncoding	0.9799
OTTMUST00000041491.1	noncoding	0.5892
OTTMUST00000080453.1	coding	0.0549
OTTMUST00000041655.1	coding	0.0000
OTTMUST00000065040.3	noncoding	0.7492
OTTMUST00000065640.2	coding	0.0495
OTTMUST00000051256.1	coding	0.2482
OTTMUST00000110973.2	noncoding	0.8893
OTTMUST00000093275.1	noncoding	0.8614
OTTMUST00000097935.1	coding	0.0923
OTTMUST00000110343.1	coding	0.0599
OTTMUST00000098375.1	noncoding	0.9638
OTTMUST00000002619.2	noncoding	0.9486
OTTMUST00000023956.1	noncoding	0.9336
OTTMUST00000002396.3	coding	0.3660
OTTMUST00000039268.1	noncoding	0.7138
OTTMUST00000138577.4	noncoding	0.9531
OTTMUST00000095581.3	noncoding	0.9551
OTTMUST00000018211.1	noncoding	0.6741
OTTMUST00000053073.1	noncoding	0.9215
OTTMUST00000074933.1	noncoding	0.7487
OTTMUST00000151489.1	noncoding	0.8407
OTTMUST00000056454.2	noncoding	0.9668
OTTMUST00000158834.1	coding	0.0367
OTTMUST00000050440.3	noncoding	0.8686
OTTMUST00000158709.1	noncoding	0.7074
OTTMUST00000122894.2	noncoding	0.9397
OTTMUST00000145065.1	noncoding	0.9285
OTTMUST00000077662.2	noncoding	0.6397
OTTMUST00000050413.1	noncoding	0.6561
OTTMUST00000147082.1	coding	0.1152
OTTMUST00000079392.3	noncoding	0.8627
OTTMUST00000038780.1	coding	0.2812
OTTMUST00000076860.1	noncoding	0.8053
OTTMUST00000011582.2	noncoding	0.8844
OTTMUST00000079610.2	coding	0.0240
OTTMUST00000032654.1	noncoding	0.7095
OTTMUST00000052021.2	noncoding	0.9435
OTTMUST00000069127.1	noncoding	0.6992
OTTMUST00000128095.2	noncoding	0.9487
OTTMUST00000147555.1	noncoding	0.8755
OTTMUST00000046396.1	noncoding	0.7522
OTTMUST00000117632.1	noncoding	0.9628
OTTMUST00000084110.2	noncoding	0.8635
OTTMUST00000097062.2	noncoding	0.9818
OTTMUST00000039285.2	noncoding	0.8048
OTTMUST00000136207.1	noncoding	0.7751
OTTMUST00000084960.2	noncoding	0.7660
OTTMUST00000115958.2	noncoding	0.8338
OTTMUST00000078886.1	noncoding	0.9148
OTTMUST00000017147.1	coding	0.2896
OTTMUST00000015477.1	coding	0.2546
OTTMUST00000115930.1	noncoding	0.9552
OTTMUST00000062936.1	coding	0.1691
OTTMUST00000085728.1	noncoding	0.9339
OTTMUST00000036657.1	noncoding	0.8749
OTTMUST00000058210.2	coding	0.0008
OTTMUST00000045231.5	noncoding	0.9438
OTTMUST00000082366.1	coding	0.3137
OTTMUST00000054519.2	noncoding	0.9462
OTTMUST00000022256.2	noncoding	0.7073
OTTMUST00000093938.2	noncoding	0.6689
OTTMUST00000076054.1	noncoding	0.8908
OTTMUST00000159596.1	noncoding	0.9571
OTTMUST00000019917.4	noncoding	0.9786
OTTMUST00000076411.2	noncoding	0.9420
OTTMUST00000152035.1	noncoding	0.8054
OTTMUST00000067152.1	noncoding	0.7796
OTTMUST00000134803.3	noncoding	0.9687
OTTMUST00000075347.5	noncoding	0.9551
OTTMUST00000119596.1	noncoding	0.9719
OTTMUST00000093806.2	noncoding	0.9694
OTTMUST00000063813.1	noncoding	0.8320
OTTMUST00000087822.2	noncoding	0.8729
OTTMUST00000157806.1	coding	0.4267
OTTMUST00000151125.1	noncoding	0.6112
OTTMUST00000073103.1	noncoding	0.6556
OTTMUST00000020896.2	noncoding	0.8385
OTTMUST00000066037.1	noncoding	0.9872
OTTMUST00000088448.2	noncoding	0.8635
OTTMUST00000038220.1	noncoding	0.8770
OTTMUST00000070257.2	noncoding	0.7563
OTTMUST00000110849.1	noncoding	0.8652
OTTMUST00000072231.2	coding	0.1003
OTTMUST00000096527.1	noncoding	0.8580
OTTMUST00000078854.1	noncoding	0.9378
OTTMUST00000066271.1	noncoding	0.8871
OTTMUST00000137109.1	noncoding	0.9716
OTTMUST00000081772.1	noncoding	0.8356
OTTMUST00000082803.1	noncoding	0.9783
OTTMUST00000133007.2	noncoding	0.9212
OTTMUST00000085871.4	coding	0.3496
OTTMUST00000066353.2	noncoding	0.8459
OTTMUST00000065857.1	noncoding	0.7161
OTTMUST00000095739.5	noncoding	0.6775
OTTMUST00000148805.1	noncoding	0.6620
OTTMUST00000001022.2	noncoding	0.9525
OTTMUST00000122591.3	noncoding	0.8390
OTTMUST00000056102.1	noncoding	0.6154
OTTMUST00000012310.2	noncoding	0.9707
OTTMUST00000072446.1	noncoding	0.9139
OTTMUST00000010080.2	noncoding	0.8389
OTTMUST00000134279.1	noncoding	0.8425
OTTMUST00000082414.1	noncoding	0.8747
OTTMUST00000080811.2	noncoding	0.9314
OTTMUST00000078929.3	noncoding	0.9578
OTTMUST00000043652.1	noncoding	0.8879
OTTMUST00000069500.2	noncoding	0.9704
OTTMUST00000069123.1	noncoding	0.9171
OTTMUST00000103271.2	noncoding	0.8999
OTTMUST00000053156.2	noncoding	0.7034
OTTMUST00000092244.1	noncoding	0.5782
OTTMUST00000055302.1	noncoding	0.6943
OTTMUST00000113842.1	noncoding	0.9338
OTTMUST00000076106.3	noncoding	0.8092
OTTMUST00000012006.2	noncoding	0.8933
OTTMUST00000091939.2	noncoding	0.6011
OTTMUST00000061996.1	noncoding	0.7587
OTTMUST00000082827.3	noncoding	0.9092
OTTMUST00000049564.1	noncoding	0.9335
OTTMUST00000131804.1	coding	0.3738
OTTMUST00000098350.3	coding	0.3535
OTTMUST00000054115.2	coding	0.2102
OTTMUST00000045700.4	coding	0.0792
OTTMUST00000156130.1	coding	0.0357
OTTMUST00000118324.1	coding	0.3135
OTTMUST00000083374.1	noncoding	0.9800
OTTMUST00000043558.1	noncoding	0.7555
OTTMUST00000069709.1	noncoding	0.9731
OTTMUST00000053412.1	noncoding	0.8981
OTTMUST00000062083.1	noncoding	0.7475
OTTMUST00000069707.1	noncoding	0.9165
OTTMUST00000054322.1	coding	0.3075
OTTMUST00000130593.1	noncoding	0.9545
OTTMUST00000063022.2	noncoding	0.8646
OTTMUST00000095202.1	noncoding	0.6707
OTTMUST00000097384.1	coding	0.1993
OTTMUST00000119123.1	noncoding	0.7061
OTTMUST00000088903.1	noncoding	0.6138
OTTMUST00000071802.2	noncoding	0.9125
OTTMUST00000045046.1	noncoding	0.7648
OTTMUST00000151950.1	noncoding	0.9631
OTTMUST00000066343.1	noncoding	0.9658
OTTMUST00000001781.2	noncoding	0.6568
OTTMUST00000052155.2	noncoding	0.8366
OTTMUST00000061916.2	coding	0.2467
OTTMUST00000042203.1	noncoding	0.7578
OTTMUST00000123661.3	noncoding	0.6939
OTTMUST00000147106.1	noncoding	0.6607
OTTMUST00000051499.2	coding	0.4029
OTTMUST00000053949.4	noncoding	0.9803
OTTMUST00000055253.1	noncoding	0.6162
OTTMUST00000149093.1	coding	0.1551
OTTMUST00000146424.2	noncoding	0.8717
OTTMUST00000139982.1	coding	0.0514
OTTMUST00000116042.1	coding	0.0580
OTTMUST00000091811.1	noncoding	0.8329
OTTMUST00000041426.2	noncoding	0.6518
OTTMUST00000071933.1	coding	0.3390
OTTMUST00000147397.1	noncoding	0.9559
OTTMUST00000061799.2	noncoding	0.8151
OTTMUST00000115893.1	noncoding	0.9994
OTTMUST00000049129.1	noncoding	0.7001
OTTMUST00000074981.1	noncoding	0.7761
OTTMUST00000079533.1	noncoding	0.9764
OTTMUST00000030323.2	noncoding	0.6652
OTTMUST00000069632.1	noncoding	0.9676
OTTMUST00000143340.1	coding	0.2253
OTTMUST00000009222.1	noncoding	0.9166
OTTMUST00000045579.1	noncoding	0.9050
OTTMUST00000059311.1	noncoding	0.8225
OTTMUST00000070343.1	noncoding	0.7481
OTTMUST00000159143.1	noncoding	0.6595
OTTMUST00000023878.2	noncoding	0.7200
OTTMUST00000072297.1	noncoding	0.9169
OTTMUST00000149161.1	noncoding	0.7475
OTTMUST00000065529.1	coding	0.3730
OTTMUST00000069796.2	noncoding	0.8584
OTTMUST00000073645.2	noncoding	0.7198
OTTMUST00000076764.1	noncoding	0.6508
OTTMUST00000028628.3	noncoding	0.9825
OTTMUST00000048870.2	noncoding	0.8751
OTTMUST00000086351.1	noncoding	0.8807
OTTMUST00000146419.1	noncoding	0.7910
OTTMUST00000008895.1	noncoding	0.8003
OTTMUST00000067633.1	noncoding	0.9107
OTTMUST00000001780.1	noncoding	0.7878
OTTMUST00000089811.1	coding	0.2493
OTTMUST00000040197.3	coding	0.2823
OTTMUST00000146759.1	noncoding	0.9782
OTTMUST00000028363.1	noncoding	0.7367
OTTMUST00000155199.1	noncoding	0.9236
OTTMUST00000021773.1	noncoding	0.6226
OTTMUST00000117363.2	noncoding	0.6714
OTTMUST00000127799.1	noncoding	0.9784
OTTMUST00000117523.2	noncoding	0.9223
OTTMUST00000061054.1	noncoding	0.6385
OTTMUST00000112577.1	noncoding	0.8925
OTTMUST00000059735.1	noncoding	0.9153
OTTMUST00000104132.2	noncoding	0.8207
OTTMUST00000074309.1	noncoding	0.9502
OTTMUST00000053703.1	noncoding	0.9147
OTTMUST00000054628.2	noncoding	0.9869
OTTMUST00000070428.1	noncoding	0.7892
OTTMUST00000088777.1	noncoding	0.9266
OTTMUST00000009434.2	noncoding	0.7808
OTTMUST00000072291.1	noncoding	0.9454
OTTMUST00000062785.1	noncoding	0.6481
OTTMUST00000056914.3	noncoding	0.9093
OTTMUST00000019617.1	noncoding	0.7514
OTTMUST00000066874.2	noncoding	0.9659
OTTMUST00000150731.1	noncoding	0.9129
OTTMUST00000059423.2	noncoding	0.8830
OTTMUST00000054010.1	noncoding	0.6393
OTTMUST00000029119.1	noncoding	0.7722
OTTMUST00000042367.1	noncoding	0.7656
OTTMUST00000055427.3	noncoding	0.8775
OTTMUST00000095892.1	noncoding	0.6669
OTTMUST00000078054.1	noncoding	0.9228
OTTMUST00000040366.1	noncoding	0.9269
OTTMUST00000076719.1	noncoding	0.7896
OTTMUST00000147597.1	coding	0.0597
OTTMUST00000052955.1	noncoding	0.7988
OTTMUST00000081073.3	noncoding	0.9258
OTTMUST00000103451.1	noncoding	0.8635
OTTMUST00000090456.1	noncoding	0.7858
OTTMUST00000050928.1	noncoding	0.9635
OTTMUST00000044128.1	coding	0.3596
OTTMUST00000156801.3	noncoding	0.8466
OTTMUST00000043586.1	noncoding	0.6459
OTTMUST00000073692.2	coding	0.1156
OTTMUST00000071313.2	noncoding	0.6023
OTTMUST00000095973.2	coding	0.3918
OTTMUST00000128730.2	noncoding	0.8477
OTTMUST00000135092.3	noncoding	0.9547
OTTMUST00000088399.1	coding	0.0322
OTTMUST00000118582.2	noncoding	0.8443
OTTMUST00000147645.1	noncoding	0.9291
OTTMUST00000060314.1	noncoding	0.6801
OTTMUST00000019015.1	coding	0.1629
OTTMUST00000054020.2	noncoding	0.8173
OTTMUST00000066950.3	noncoding	0.9740
OTTMUST00000060096.3	noncoding	0.5689
OTTMUST00000088832.1	noncoding	0.8422
OTTMUST00000026122.1	coding	0.2943
OTTMUST00000070106.1	noncoding	0.9129
OTTMUST00000046251.1	noncoding	0.7213
OTTMUST00000029088.3	coding	0.2854
OTTMUST00000130807.1	coding	0.0022
OTTMUST00000057262.3	noncoding	0.8713
OTTMUST00000083835.2	noncoding	0.9393
OTTMUST00000142498.1	noncoding	0.7709
OTTMUST00000046253.1	coding	0.0000
OTTMUST00000009971.1	noncoding	0.7339
OTTMUST00000096055.1	noncoding	0.9916
OTTMUST00000143765.1	noncoding	0.9446
OTTMUST00000049960.1	noncoding	0.7202
OTTMUST00000050166.2	noncoding	0.6361
OTTMUST00000151487.1	coding	0.3176
OTTMUST00000073703.1	noncoding	0.9532
OTTMUST00000081633.1	noncoding	0.6759
OTTMUST00000002158.1	noncoding	0.8165
OTTMUST00000093187.1	noncoding	0.9722
OTTMUST00000091870.1	noncoding	0.8386
OTTMUST00000056289.1	noncoding	0.8026
OTTMUST00000080093.1	coding	0.0337
OTTMUST00000023886.2	noncoding	0.9578
OTTMUST00000097924.1	noncoding	0.9692
OTTMUST00000129109.1	coding	0.0000
OTTMUST00000070025.1	noncoding	0.6049
OTTMUST00000042662.3	noncoding	0.9068
OTTMUST00000110559.3	noncoding	0.9049
OTTMUST00000059421.1	noncoding	0.7643
OTTMUST00000120803.1	noncoding	0.7308
OTTMUST00000077831.1	noncoding	0.9025
OTTMUST00000056721.1	noncoding	0.6138
OTTMUST00000144408.1	coding	0.3238
OTTMUST00000066553.1	noncoding	0.9363
OTTMUST00000120079.1	noncoding	0.7786
OTTMUST00000137940.2	noncoding	0.7839
OTTMUST00000149831.1	coding	0.3740
OTTMUST00000046933.1	noncoding	0.9994
OTTMUST00000029074.4	noncoding	0.7547
OTTMUST00000127595.3	noncoding	0.9410
OTTMUST00000051093.1	noncoding	0.9483
OTTMUST00000146053.1	noncoding	0.8097
OTTMUST00000128171.2	noncoding	0.7289
OTTMUST00000070701.1	noncoding	0.8618
OTTMUST00000117784.3	noncoding	0.9030
OTTMUST00000039677.1	noncoding	0.8295
OTTMUST00000092868.3	noncoding	0.8680
OTTMUST00000065559.1	noncoding	0.7663
OTTMUST00000158154.1	noncoding	0.8382
OTTMUST00000079035.1	noncoding	0.6828
OTTMUST00000113349.1	coding	0.1185
