Transcript ID	Prediction	Noncoding Score
OTTMUST00000104017.2	coding	0.1517
OTTMUST00000011275.1	noncoding	0.6674
OTTMUST00000053199.1	noncoding	0.8992
OTTMUST00000110716.3	noncoding	0.7774
OTTMUST00000103542.3	coding	0.2667
OTTMUST00000035224.2	noncoding	0.9509
OTTMUST00000102952.2	coding	0.0689
OTTMUST00000030237.2	noncoding	0.8703
OTTMUST00000050493.2	noncoding	0.6701
OTTMUST00000097933.2	coding	0.0635
OTTMUST00000082380.1	noncoding	0.9656
OTTMUST00000097413.3	coding	0.3681
OTTMUST00000156202.1	noncoding	0.8612
OTTMUST00000109952.2	noncoding	0.9634
OTTMUST00000071972.2	noncoding	0.9611
OTTMUST00000079765.2	noncoding	0.8211
OTTMUST00000159746.1	noncoding	0.8904
OTTMUST00000068495.2	noncoding	0.9784
OTTMUST00000059665.1	noncoding	0.9059
OTTMUST00000083749.1	noncoding	0.8985
OTTMUST00000148226.1	noncoding	0.8907
OTTMUST00000045634.3	noncoding	0.9238
OTTMUST00000103018.1	coding	0.0574
OTTMUST00000053360.2	noncoding	0.9620
OTTMUST00000054090.1	noncoding	0.8031
OTTMUST00000009810.2	noncoding	0.6854
OTTMUST00000096587.2	coding	0.0754
OTTMUST00000150578.1	noncoding	0.9648
OTTMUST00000041006.2	noncoding	0.5970
OTTMUST00000078369.2	noncoding	0.7338
OTTMUST00000014069.1	noncoding	0.7809
OTTMUST00000060305.2	noncoding	0.8713
OTTMUST00000135036.3	coding	0.0467
OTTMUST00000080033.3	coding	0.0739
OTTMUST00000124278.1	noncoding	0.9310
OTTMUST00000094329.3	coding	0.2981
OTTMUST00000078861.2	noncoding	0.9632
OTTMUST00000058802.1	noncoding	0.9108
OTTMUST00000140622.1	coding	0.1144
OTTMUST00000085795.2	noncoding	0.8019
OTTMUST00000115689.1	coding	0.0911
OTTMUST00000083586.1	coding	0.3491
OTTMUST00000117739.1	noncoding	0.7895
OTTMUST00000078100.1	noncoding	0.9116
OTTMUST00000039911.2	noncoding	0.9600
OTTMUST00000053390.1	noncoding	0.8827
OTTMUST00000113228.1	noncoding	0.9308
OTTMUST00000056978.2	noncoding	0.9285
OTTMUST00000097232.1	noncoding	0.9724
OTTMUST00000096000.2	noncoding	0.9076
OTTMUST00000111641.1	coding	0.3045
OTTMUST00000024883.2	noncoding	0.8255
OTTMUST00000110757.2	noncoding	0.6908
OTTMUST00000146831.1	noncoding	0.8049
OTTMUST00000119124.1	noncoding	0.7056
OTTMUST00000055676.1	noncoding	0.9013
OTTMUST00000114070.2	noncoding	0.7900
OTTMUST00000120709.3	noncoding	0.9107
OTTMUST00000089788.4	noncoding	0.6308
OTTMUST00000045710.5	noncoding	0.9539
OTTMUST00000089455.1	coding	0.2949
OTTMUST00000142936.1	noncoding	0.8468
OTTMUST00000063782.3	noncoding	0.8399
OTTMUST00000078245.1	noncoding	0.9704
OTTMUST00000135565.3	noncoding	0.8665
OTTMUST00000129749.1	noncoding	0.6499
OTTMUST00000065097.1	noncoding	0.7764
OTTMUST00000012608.2	noncoding	0.8826
OTTMUST00000068139.3	noncoding	0.9315
OTTMUST00000135078.1	noncoding	0.6667
OTTMUST00000123883.1	noncoding	0.6825
OTTMUST00000064678.1	noncoding	0.9318
OTTMUST00000116613.1	noncoding	0.9941
OTTMUST00000102779.1	noncoding	0.9034
OTTMUST00000086765.1	noncoding	0.6819
OTTMUST00000111201.1	coding	0.3352
OTTMUST00000060557.1	noncoding	0.9530
OTTMUST00000126174.2	noncoding	0.9305
OTTMUST00000110854.2	noncoding	0.9411
OTTMUST00000073102.2	noncoding	0.6298
OTTMUST00000093263.2	noncoding	0.9778
OTTMUST00000050432.3	noncoding	0.7856
OTTMUST00000094406.1	noncoding	0.9409
OTTMUST00000052650.2	noncoding	0.9352
OTTMUST00000080036.3	noncoding	0.9976
OTTMUST00000138096.1	noncoding	0.6751
OTTMUST00000141872.2	noncoding	0.9709
OTTMUST00000118329.1	coding	0.0145
OTTMUST00000040557.2	coding	0.0854
OTTMUST00000060224.1	noncoding	0.9313
OTTMUST00000143054.1	coding	0.0000
OTTMUST00000057518.1	noncoding	0.9587
OTTMUST00000067691.5	noncoding	0.8753
OTTMUST00000056912.2	noncoding	0.8049
OTTMUST00000114363.3	noncoding	0.7166
OTTMUST00000097281.5	noncoding	0.6223
OTTMUST00000142742.1	noncoding	0.9189
OTTMUST00000058538.2	noncoding	0.9695
OTTMUST00000042036.1	coding	0.2085
OTTMUST00000033261.2	coding	0.1287
OTTMUST00000050384.3	noncoding	0.7209
OTTMUST00000130586.1	noncoding	0.8690
OTTMUST00000039936.2	noncoding	0.6980
OTTMUST00000001023.3	noncoding	0.9478
OTTMUST00000051117.1	noncoding	0.9569
OTTMUST00000103573.3	noncoding	0.6819
OTTMUST00000032645.4	noncoding	0.9390
OTTMUST00000016234.1	noncoding	0.6658
OTTMUST00000067067.2	noncoding	0.6302
OTTMUST00000061620.1	noncoding	0.8820
OTTMUST00000142506.1	noncoding	0.9327
OTTMUST00000114077.2	noncoding	0.8957
OTTMUST00000142356.2	coding	0.1874
OTTMUST00000098263.2	coding	0.0328
OTTMUST00000074014.1	noncoding	0.8798
OTTMUST00000055644.3	noncoding	0.9636
OTTMUST00000150607.1	noncoding	0.8304
OTTMUST00000067273.1	noncoding	0.8277
OTTMUST00000045195.3	noncoding	0.9637
OTTMUST00000077443.2	noncoding	0.9095
OTTMUST00000059525.1	noncoding	0.7686
OTTMUST00000155386.1	noncoding	0.9148
OTTMUST00000152441.1	coding	0.2115
OTTMUST00000113832.2	noncoding	0.9314
OTTMUST00000096110.1	noncoding	0.9099
OTTMUST00000081340.2	noncoding	0.7749
OTTMUST00000075776.1	noncoding	0.9129
OTTMUST00000116918.3	noncoding	0.8023
OTTMUST00000019654.2	noncoding	0.9214
OTTMUST00000089833.2	noncoding	0.8931
OTTMUST00000053711.1	noncoding	0.9479
OTTMUST00000016570.2	coding	0.0536
OTTMUST00000076119.1	noncoding	0.9390
OTTMUST00000040716.2	noncoding	0.6299
OTTMUST00000088021.1	noncoding	0.8086
OTTMUST00000070906.2	noncoding	0.7780
OTTMUST00000053870.1	noncoding	0.9456
OTTMUST00000141819.1	noncoding	0.8823
OTTMUST00000070237.1	coding	0.0000
OTTMUST00000063021.1	noncoding	0.7250
OTTMUST00000016665.1	coding	0.1678
OTTMUST00000158663.1	noncoding	0.6800
OTTMUST00000062868.1	noncoding	0.7698
OTTMUST00000158388.1	noncoding	0.9458
OTTMUST00000065998.2	coding	0.3743
OTTMUST00000004180.1	noncoding	0.7967
OTTMUST00000002414.2	noncoding	0.8189
OTTMUST00000040559.1	noncoding	0.8310
OTTMUST00000157325.1	noncoding	0.7657
OTTMUST00000152662.1	noncoding	0.7932
OTTMUST00000069960.1	noncoding	0.8620
OTTMUST00000120634.2	noncoding	0.8476
OTTMUST00000094163.2	coding	0.3570
OTTMUST00000045719.2	noncoding	0.7902
OTTMUST00000044286.1	noncoding	0.8702
OTTMUST00000117976.1	noncoding	0.7855
OTTMUST00000150692.1	noncoding	0.9584
OTTMUST00000088410.2	noncoding	0.9577
OTTMUST00000135795.1	noncoding	0.7553
OTTMUST00000061664.2	noncoding	0.9080
OTTMUST00000035780.2	coding	0.0532
OTTMUST00000034487.2	noncoding	0.9821
OTTMUST00000052082.1	noncoding	0.9478
OTTMUST00000057205.2	noncoding	0.7760
OTTMUST00000115761.1	noncoding	0.9039
OTTMUST00000060976.1	noncoding	0.9516
OTTMUST00000124434.4	noncoding	0.7887
OTTMUST00000092602.1	noncoding	0.8407
OTTMUST00000043424.2	coding	0.1199
OTTMUST00000041096.2	noncoding	0.6618
OTTMUST00000069850.1	coding	0.3350
OTTMUST00000009142.2	noncoding	0.9154
OTTMUST00000102602.1	coding	0.1252
OTTMUST00000143915.1	coding	0.2113
OTTMUST00000097260.1	noncoding	0.6450
OTTMUST00000006217.3	noncoding	0.6985
OTTMUST00000120576.1	noncoding	0.7417
OTTMUST00000051834.1	coding	0.2560
OTTMUST00000089827.1	coding	0.0979
OTTMUST00000130568.1	noncoding	0.9913
OTTMUST00000044029.2	noncoding	0.9627
OTTMUST00000047442.1	noncoding	0.9474
OTTMUST00000044079.2	noncoding	0.9612
OTTMUST00000098147.2	noncoding	0.9497
OTTMUST00000042403.1	noncoding	0.7538
OTTMUST00000072810.1	noncoding	0.7214
OTTMUST00000114327.1	noncoding	0.9531
OTTMUST00000082390.2	noncoding	0.8353
OTTMUST00000098216.1	noncoding	0.7416
OTTMUST00000035822.1	coding	0.1077
OTTMUST00000022129.1	coding	0.3736
OTTMUST00000076837.2	noncoding	0.8078
OTTMUST00000050457.1	noncoding	0.7367
OTTMUST00000146258.1	noncoding	0.7177
OTTMUST00000153941.1	noncoding	0.9899
OTTMUST00000088019.3	noncoding	0.8275
OTTMUST00000033998.1	noncoding	0.7845
OTTMUST00000031096.1	noncoding	0.8317
OTTMUST00000089111.1	noncoding	0.9093
OTTMUST00000117634.2	noncoding	0.9792
OTTMUST00000120078.1	noncoding	0.9488
OTTMUST00000103279.1	noncoding	0.9407
OTTMUST00000067417.1	noncoding	0.7082
OTTMUST00000032727.3	coding	0.0679
OTTMUST00000087314.2	noncoding	0.8814
OTTMUST00000080884.2	noncoding	0.7168
OTTMUST00000128315.1	noncoding	0.7833
OTTMUST00000136123.1	noncoding	0.7745
OTTMUST00000053101.1	noncoding	0.8100
OTTMUST00000070531.2	coding	0.4154
OTTMUST00000011669.3	coding	0.0000
OTTMUST00000041131.1	noncoding	0.9432
OTTMUST00000057204.1	noncoding	0.6954
OTTMUST00000000218.2	noncoding	0.6993
OTTMUST00000096157.1	noncoding	0.9442
OTTMUST00000048273.2	noncoding	0.7813
OTTMUST00000110345.2	noncoding	0.7359
OTTMUST00000068967.2	noncoding	0.6525
OTTMUST00000067849.2	noncoding	0.8905
OTTMUST00000154365.1	coding	0.3920
OTTMUST00000082905.1	noncoding	0.8707
OTTMUST00000152580.1	noncoding	0.6048
OTTMUST00000049888.2	noncoding	0.7898
OTTMUST00000056531.3	noncoding	0.8494
OTTMUST00000085071.3	noncoding	0.9705
OTTMUST00000142100.5	noncoding	0.9664
OTTMUST00000076621.2	noncoding	0.9530
OTTMUST00000157442.1	coding	0.3251
OTTMUST00000157985.1	coding	0.3134
OTTMUST00000079628.1	noncoding	0.9994
OTTMUST00000088326.1	noncoding	0.6949
OTTMUST00000060436.3	coding	0.2554
OTTMUST00000063903.1	noncoding	0.8132
OTTMUST00000116649.2	noncoding	0.9955
OTTMUST00000081337.1	noncoding	0.6647
OTTMUST00000055681.2	noncoding	0.7343
OTTMUST00000076327.3	noncoding	0.8217
OTTMUST00000132145.1	noncoding	0.7809
OTTMUST00000066779.3	noncoding	0.7833
OTTMUST00000094360.2	noncoding	0.5858
OTTMUST00000071617.1	noncoding	0.8122
OTTMUST00000146695.1	coding	0.2807
OTTMUST00000005503.3	noncoding	0.9281
OTTMUST00000002563.1	noncoding	0.6800
OTTMUST00000130597.1	noncoding	0.9534
OTTMUST00000152556.1	noncoding	0.8631
OTTMUST00000032669.2	coding	0.1162
OTTMUST00000000791.1	noncoding	0.7228
OTTMUST00000076834.3	noncoding	0.9140
OTTMUST00000116666.1	noncoding	0.8593
OTTMUST00000150966.1	noncoding	0.9492
OTTMUST00000041952.3	noncoding	0.7696
OTTMUST00000138567.2	noncoding	0.7935
OTTMUST00000151531.1	noncoding	0.6406
OTTMUST00000155554.1	noncoding	0.7973
OTTMUST00000076586.1	coding	0.3425
OTTMUST00000077079.2	noncoding	0.9192
OTTMUST00000090585.2	noncoding	0.9819
OTTMUST00000111768.2	coding	0.3278
OTTMUST00000077459.1	coding	0.2112
OTTMUST00000103747.1	noncoding	0.8823
OTTMUST00000050066.2	noncoding	0.9489
OTTMUST00000140052.1	noncoding	0.6672
OTTMUST00000040654.1	noncoding	0.9608
OTTMUST00000103650.2	coding	0.1137
OTTMUST00000097500.2	coding	0.1980
OTTMUST00000001083.2	coding	0.3028
OTTMUST00000086977.1	coding	0.3849
OTTMUST00000155573.1	coding	0.2264
OTTMUST00000069601.1	noncoding	0.7120
OTTMUST00000076951.2	noncoding	0.8020
OTTMUST00000086546.2	coding	0.1529
OTTMUST00000104435.1	noncoding	0.7399
OTTMUST00000129659.1	noncoding	0.8478
OTTMUST00000083345.1	noncoding	0.7008
OTTMUST00000049293.1	noncoding	0.9389
OTTMUST00000136263.1	noncoding	0.8159
OTTMUST00000037035.2	noncoding	0.6929
OTTMUST00000066171.2	noncoding	0.6915
OTTMUST00000157704.1	noncoding	0.9382
OTTMUST00000124605.2	noncoding	0.9171
OTTMUST00000117038.1	noncoding	0.7559
OTTMUST00000063397.1	noncoding	0.7589
OTTMUST00000087191.2	noncoding	0.7727
OTTMUST00000001391.2	noncoding	0.9471
OTTMUST00000126005.4	noncoding	0.8377
OTTMUST00000060331.1	noncoding	0.9107
OTTMUST00000085968.1	coding	0.0360
OTTMUST00000011514.2	noncoding	0.9513
OTTMUST00000134289.2	noncoding	0.8849
OTTMUST00000063125.3	noncoding	0.6384
OTTMUST00000000686.1	noncoding	0.8886
OTTMUST00000006319.2	noncoding	0.8819
OTTMUST00000159975.1	coding	0.1500
OTTMUST00000154322.1	noncoding	0.8820
OTTMUST00000014053.6	noncoding	0.9098
OTTMUST00000001331.2	noncoding	0.9473
OTTMUST00000058129.1	noncoding	0.8435
OTTMUST00000090052.9	noncoding	0.9237
OTTMUST00000073826.1	coding	0.4009
OTTMUST00000141963.2	noncoding	0.8923
OTTMUST00000133534.3	noncoding	0.9663
OTTMUST00000066315.3	noncoding	0.9023
OTTMUST00000103379.2	noncoding	0.8985
OTTMUST00000040304.2	noncoding	0.9074
OTTMUST00000153416.1	noncoding	0.8324
OTTMUST00000156016.1	noncoding	0.9017
OTTMUST00000131267.1	noncoding	0.9066
OTTMUST00000057280.1	noncoding	0.7469
OTTMUST00000081286.2	noncoding	0.7478
OTTMUST00000039865.2	noncoding	0.9274
OTTMUST00000125388.1	noncoding	0.9514
OTTMUST00000146422.3	noncoding	0.9148
OTTMUST00000150821.1	noncoding	0.9768
OTTMUST00000068927.1	noncoding	0.9373
OTTMUST00000042516.2	noncoding	0.6961
OTTMUST00000150823.1	noncoding	0.8762
OTTMUST00000037401.1	noncoding	0.9128
OTTMUST00000052910.2	noncoding	0.8959
OTTMUST00000103817.2	noncoding	0.9340
OTTMUST00000052718.1	noncoding	0.7695
OTTMUST00000151696.1	noncoding	0.7695
OTTMUST00000156897.1	noncoding	0.8522
OTTMUST00000091909.1	noncoding	0.6744
OTTMUST00000069071.2	noncoding	0.9310
OTTMUST00000115727.2	coding	0.1216
OTTMUST00000051222.1	noncoding	0.8215
OTTMUST00000112682.1	noncoding	0.9684
OTTMUST00000088039.2	noncoding	0.7570
OTTMUST00000137077.1	noncoding	0.8371
OTTMUST00000071701.1	noncoding	0.9162
OTTMUST00000046380.2	noncoding	0.7957
OTTMUST00000021627.2	noncoding	0.9210
OTTMUST00000058053.1	noncoding	0.9441
OTTMUST00000082127.2	noncoding	0.9170
OTTMUST00000030109.2	coding	0.0104
OTTMUST00000096607.1	coding	0.1218
OTTMUST00000066462.2	noncoding	0.9186
OTTMUST00000075093.1	coding	0.4211
OTTMUST00000127177.1	noncoding	0.9193
OTTMUST00000041981.1	noncoding	0.8763
OTTMUST00000150397.1	noncoding	0.8539
OTTMUST00000064674.2	noncoding	0.9475
OTTMUST00000060042.1	noncoding	0.9600
OTTMUST00000065398.2	noncoding	0.9341
OTTMUST00000044375.1	coding	0.2890
OTTMUST00000051058.2	coding	0.1715
OTTMUST00000089837.2	noncoding	0.7964
OTTMUST00000011488.2	noncoding	0.6499
OTTMUST00000002258.2	noncoding	0.9302
OTTMUST00000032692.5	noncoding	0.9235
OTTMUST00000124894.2	noncoding	0.9018
OTTMUST00000111459.2	noncoding	0.9747
OTTMUST00000058939.2	coding	0.3796
OTTMUST00000063184.3	noncoding	0.7671
OTTMUST00000031324.1	noncoding	0.8149
OTTMUST00000073992.3	noncoding	0.8435
OTTMUST00000064998.1	noncoding	0.8592
OTTMUST00000088034.1	noncoding	0.9558
OTTMUST00000062571.3	noncoding	0.9441
OTTMUST00000049633.1	noncoding	0.9484
OTTMUST00000154933.1	coding	0.0610
OTTMUST00000156013.1	noncoding	0.9093
OTTMUST00000154814.1	noncoding	0.7334
OTTMUST00000153917.1	noncoding	0.9099
OTTMUST00000132375.2	coding	0.3875
OTTMUST00000090359.1	noncoding	0.9248
OTTMUST00000145320.1	noncoding	0.8068
OTTMUST00000144963.1	noncoding	0.9680
OTTMUST00000112989.1	coding	0.0671
OTTMUST00000037746.1	coding	0.2881
OTTMUST00000072955.3	coding	0.0329
OTTMUST00000117874.1	noncoding	0.6684
OTTMUST00000145727.1	noncoding	0.9139
OTTMUST00000122901.1	noncoding	0.7239
OTTMUST00000138072.1	noncoding	0.6865
OTTMUST00000146627.1	noncoding	0.6525
OTTMUST00000148214.1	noncoding	0.9045
OTTMUST00000069235.1	noncoding	0.9443
OTTMUST00000146566.1	coding	0.0138
OTTMUST00000157027.1	noncoding	0.8708
OTTMUST00000013510.2	coding	0.1697
OTTMUST00000077272.2	noncoding	0.8172
OTTMUST00000148174.1	noncoding	0.7303
OTTMUST00000110342.1	coding	0.0571
OTTMUST00000002235.2	noncoding	0.8289
OTTMUST00000157698.1	noncoding	0.8070
OTTMUST00000066581.1	noncoding	0.9452
OTTMUST00000152355.1	coding	0.1563
OTTMUST00000066048.2	noncoding	0.9430
OTTMUST00000081233.3	noncoding	0.8038
OTTMUST00000154389.1	noncoding	0.9029
OTTMUST00000069875.1	noncoding	0.9829
OTTMUST00000120805.2	noncoding	0.9521
OTTMUST00000155589.1	noncoding	0.9402
OTTMUST00000095786.1	coding	0.2560
OTTMUST00000151675.1	coding	0.2949
OTTMUST00000077164.2	coding	0.0505
OTTMUST00000038732.3	coding	0.3130
OTTMUST00000113011.1	coding	0.0911
OTTMUST00000041842.2	noncoding	0.8347
OTTMUST00000139991.1	coding	0.1426
OTTMUST00000025679.2	noncoding	0.6359
OTTMUST00000064976.1	coding	0.0076
OTTMUST00000046901.1	noncoding	0.8330
OTTMUST00000071837.3	noncoding	0.9481
OTTMUST00000085713.2	noncoding	0.7713
OTTMUST00000031761.2	noncoding	0.7006
OTTMUST00000082819.6	noncoding	0.8150
OTTMUST00000131935.2	noncoding	0.6426
OTTMUST00000157715.1	noncoding	0.7368
OTTMUST00000004964.2	coding	0.2245
OTTMUST00000137026.2	coding	0.3097
OTTMUST00000088935.1	coding	0.3075
OTTMUST00000049174.2	coding	0.0671
OTTMUST00000111767.1	coding	0.2424
OTTMUST00000042406.2	noncoding	0.8970
OTTMUST00000035913.1	noncoding	0.8083
OTTMUST00000157714.1	noncoding	0.9319
OTTMUST00000035646.2	coding	0.0920
OTTMUST00000010948.1	coding	0.2565
OTTMUST00000075855.2	noncoding	0.8500
OTTMUST00000097342.1	noncoding	0.7098
OTTMUST00000042252.2	coding	0.2758
OTTMUST00000111229.2	noncoding	0.8338
OTTMUST00000041130.1	noncoding	0.9507
OTTMUST00000123245.2	coding	0.1488
OTTMUST00000152473.1	noncoding	0.9007
OTTMUST00000003388.2	noncoding	0.6841
OTTMUST00000077257.1	noncoding	0.8711
OTTMUST00000155641.2	noncoding	0.9442
OTTMUST00000110690.1	noncoding	0.5984
OTTMUST00000018129.2	noncoding	0.9017
OTTMUST00000066731.1	noncoding	0.9500
OTTMUST00000057059.1	noncoding	0.8221
OTTMUST00000043658.1	coding	0.3203
