Transcript ID	Prediction	Noncoding Score
OTTMUST00000002190.3	noncoding	0.8597
OTTMUST00000064322.1	noncoding	0.9082
OTTMUST00000057056.1	noncoding	0.7541
OTTMUST00000064342.1	noncoding	0.7993
OTTMUST00000122159.1	noncoding	0.9223
OTTMUST00000130104.1	coding	0.0000
OTTMUST00000104016.3	coding	0.1999
OTTMUST00000083104.1	noncoding	0.7135
OTTMUST00000136471.1	noncoding	0.9012
OTTMUST00000002285.2	noncoding	0.8035
OTTMUST00000154945.1	noncoding	0.6880
OTTMUST00000126359.3	noncoding	0.9127
OTTMUST00000017275.1	noncoding	0.9446
OTTMUST00000094754.1	noncoding	0.7490
OTTMUST00000072080.1	noncoding	0.9599
OTTMUST00000060671.2	noncoding	0.9279
OTTMUST00000110224.1	noncoding	0.9453
OTTMUST00000096472.2	noncoding	0.6705
OTTMUST00000085806.2	noncoding	0.6561
OTTMUST00000052835.2	noncoding	0.9168
OTTMUST00000141259.1	noncoding	0.9501
OTTMUST00000027698.1	noncoding	0.9033
OTTMUST00000152598.1	noncoding	0.9650
OTTMUST00000023913.1	noncoding	0.9607
OTTMUST00000051398.1	noncoding	0.6485
OTTMUST00000147311.1	noncoding	0.9424
OTTMUST00000012597.1	noncoding	0.9709
OTTMUST00000050896.2	noncoding	0.9214
OTTMUST00000056730.1	noncoding	0.9498
OTTMUST00000047148.11	noncoding	0.9823
OTTMUST00000095438.1	noncoding	0.8682
OTTMUST00000051939.1	coding	0.2657
OTTMUST00000064937.2	noncoding	0.9446
OTTMUST00000064917.1	noncoding	0.9601
OTTMUST00000136039.2	coding	0.2831
OTTMUST00000150202.1	noncoding	0.9437
OTTMUST00000133868.3	noncoding	0.9482
OTTMUST00000103635.1	coding	0.1410
OTTMUST00000020000.1	noncoding	0.7318
OTTMUST00000098485.2	coding	0.0979
OTTMUST00000147092.1	noncoding	0.5626
OTTMUST00000153323.1	noncoding	0.8771
OTTMUST00000158536.1	noncoding	0.9109
OTTMUST00000052129.1	noncoding	0.8911
OTTMUST00000070822.3	coding	0.1858
OTTMUST00000052773.3	noncoding	0.9455
OTTMUST00000037476.1	noncoding	0.8155
OTTMUST00000063544.1	noncoding	0.8559
OTTMUST00000086132.3	noncoding	0.9463
OTTMUST00000096125.1	noncoding	0.5733
OTTMUST00000141771.1	noncoding	0.9351
OTTMUST00000148547.1	noncoding	0.9653
OTTMUST00000134288.2	noncoding	0.9567
OTTMUST00000153994.1	coding	0.2713
OTTMUST00000033115.2	coding	0.0398
OTTMUST00000053463.1	noncoding	0.8109
OTTMUST00000062490.1	noncoding	0.8194
OTTMUST00000060087.1	noncoding	0.9642
OTTMUST00000138650.2	noncoding	0.9320
OTTMUST00000034864.2	noncoding	0.7794
OTTMUST00000068865.1	noncoding	0.8316
OTTMUST00000071525.3	noncoding	0.7193
OTTMUST00000074925.2	coding	0.1738
OTTMUST00000045707.3	noncoding	0.8205
OTTMUST00000050035.2	coding	0.0016
OTTMUST00000123418.2	noncoding	0.7169
OTTMUST00000068680.1	coding	0.0926
OTTMUST00000039623.1	noncoding	0.8295
OTTMUST00000096628.4	noncoding	0.9563
OTTMUST00000013970.1	noncoding	0.7190
OTTMUST00000044174.1	noncoding	0.6367
OTTMUST00000035182.2	noncoding	0.8863
OTTMUST00000126626.1	coding	0.2900
OTTMUST00000081720.2	coding	0.1552
OTTMUST00000079278.1	noncoding	0.9023
OTTMUST00000054359.1	noncoding	0.9232
OTTMUST00000078348.1	noncoding	0.7980
OTTMUST00000070837.4	noncoding	0.9619
OTTMUST00000021824.1	noncoding	0.7264
OTTMUST00000045215.1	noncoding	0.9750
OTTMUST00000086125.1	noncoding	0.9171
OTTMUST00000009420.1	noncoding	0.7141
OTTMUST00000151543.1	noncoding	0.6997
OTTMUST00000112796.1	noncoding	0.6692
OTTMUST00000116541.1	noncoding	0.8632
OTTMUST00000133918.1	coding	0.2317
OTTMUST00000136473.2	noncoding	0.9630
OTTMUST00000128607.1	coding	0.0000
OTTMUST00000075214.1	noncoding	0.8625
OTTMUST00000044193.2	noncoding	0.6127
OTTMUST00000124277.1	noncoding	0.9372
OTTMUST00000149284.1	noncoding	0.9562
OTTMUST00000127654.2	noncoding	0.9187
OTTMUST00000148346.1	noncoding	0.9655
OTTMUST00000094042.1	coding	0.1625
OTTMUST00000116146.1	noncoding	0.9285
OTTMUST00000115975.2	noncoding	0.8405
OTTMUST00000054596.2	noncoding	0.6822
OTTMUST00000053299.1	noncoding	0.8996
OTTMUST00000009204.1	noncoding	0.6124
OTTMUST00000057779.1	noncoding	0.8032
OTTMUST00000130588.1	noncoding	0.9605
OTTMUST00000156355.1	noncoding	0.8603
OTTMUST00000144152.1	coding	0.2737
OTTMUST00000151492.1	noncoding	0.7066
OTTMUST00000086319.2	noncoding	0.9547
OTTMUST00000141867.1	noncoding	0.9184
OTTMUST00000147713.1	noncoding	0.7748
OTTMUST00000141256.3	noncoding	0.8715
OTTMUST00000039737.1	noncoding	0.7578
OTTMUST00000009143.2	noncoding	0.8527
OTTMUST00000028034.3	noncoding	0.8453
OTTMUST00000129250.2	coding	0.0000
OTTMUST00000082578.1	noncoding	0.8799
OTTMUST00000123171.1	noncoding	0.7673
OTTMUST00000052569.1	noncoding	0.6562
OTTMUST00000110688.1	coding	0.0973
OTTMUST00000098439.2	noncoding	0.8539
OTTMUST00000044391.2	coding	0.3704
OTTMUST00000000310.1	noncoding	0.6049
OTTMUST00000116540.2	noncoding	0.8690
OTTMUST00000121356.1	noncoding	0.9377
OTTMUST00000012813.2	noncoding	0.9336
OTTMUST00000042126.4	coding	0.3118
OTTMUST00000110099.2	noncoding	0.8168
OTTMUST00000158576.2	noncoding	0.9704
OTTMUST00000144106.1	noncoding	0.9317
OTTMUST00000015335.3	coding	0.0000
OTTMUST00000066873.2	noncoding	0.9670
OTTMUST00000081897.1	noncoding	0.8207
OTTMUST00000154193.1	noncoding	0.8857
OTTMUST00000060819.1	noncoding	0.9794
OTTMUST00000038813.1	noncoding	0.6017
OTTMUST00000080355.1	noncoding	0.9994
OTTMUST00000092503.1	noncoding	0.6518
OTTMUST00000007741.1	coding	0.4203
OTTMUST00000131477.2	noncoding	0.9771
OTTMUST00000135607.1	noncoding	0.9698
OTTMUST00000059524.1	noncoding	0.7695
OTTMUST00000049802.3	noncoding	0.8587
OTTMUST00000079372.3	noncoding	0.9323
OTTMUST00000138390.1	noncoding	0.8724
OTTMUST00000142214.3	noncoding	0.7359
OTTMUST00000159762.1	noncoding	0.7418
OTTMUST00000079611.1	coding	0.0392
OTTMUST00000067860.1	noncoding	0.9097
OTTMUST00000063324.1	noncoding	0.6399
OTTMUST00000048575.1	noncoding	0.8620
OTTMUST00000087718.1	noncoding	0.9120
OTTMUST00000053070.1	noncoding	0.8062
OTTMUST00000150389.1	noncoding	0.9146
OTTMUST00000086390.1	noncoding	0.9437
OTTMUST00000038170.1	noncoding	0.8786
OTTMUST00000042077.1	noncoding	0.7583
OTTMUST00000084259.2	noncoding	0.9248
OTTMUST00000103870.1	noncoding	0.8502
OTTMUST00000012298.5	noncoding	0.9752
OTTMUST00000056139.1	noncoding	0.7227
OTTMUST00000089709.3	noncoding	0.9028
OTTMUST00000055170.1	noncoding	0.7782
OTTMUST00000095570.1	noncoding	0.9592
OTTMUST00000093046.1	noncoding	0.5796
OTTMUST00000033411.3	noncoding	0.8092
OTTMUST00000158225.1	coding	0.0576
OTTMUST00000043531.2	noncoding	0.8186
OTTMUST00000158028.1	noncoding	0.9154
OTTMUST00000155525.1	noncoding	0.9068
OTTMUST00000032754.6	noncoding	0.9150
OTTMUST00000090168.1	noncoding	0.9348
OTTMUST00000014043.2	noncoding	0.6876
OTTMUST00000022483.1	noncoding	0.9405
OTTMUST00000061081.1	noncoding	0.8430
OTTMUST00000040718.2	noncoding	0.7506
OTTMUST00000065563.2	noncoding	0.6941
OTTMUST00000155730.1	noncoding	0.9120
OTTMUST00000142021.4	noncoding	0.7004
OTTMUST00000104411.1	noncoding	0.9426
OTTMUST00000086535.2	noncoding	0.9168
OTTMUST00000130619.1	noncoding	0.9551
OTTMUST00000058861.1	noncoding	0.9691
OTTMUST00000060127.2	noncoding	0.8380
OTTMUST00000007946.2	noncoding	0.7909
OTTMUST00000068854.1	coding	0.0964
OTTMUST00000053708.2	noncoding	0.9675
OTTMUST00000013777.2	noncoding	0.8216
OTTMUST00000135305.2	noncoding	0.7524
OTTMUST00000055107.2	noncoding	0.8307
OTTMUST00000042689.1	noncoding	0.6658
OTTMUST00000037267.4	noncoding	0.7994
OTTMUST00000113618.2	noncoding	0.9632
OTTMUST00000148364.1	noncoding	0.9553
OTTMUST00000140074.1	noncoding	0.9651
OTTMUST00000159450.1	noncoding	0.7196
OTTMUST00000019683.3	noncoding	0.5972
OTTMUST00000118305.1	coding	0.3135
OTTMUST00000147118.3	noncoding	0.8818
OTTMUST00000056925.1	coding	0.2463
OTTMUST00000017760.1	coding	0.3345
OTTMUST00000088161.1	coding	0.3130
OTTMUST00000039966.3	noncoding	0.8740
OTTMUST00000019874.3	coding	0.0569
OTTMUST00000002256.3	noncoding	0.8875
OTTMUST00000047795.1	noncoding	0.9710
OTTMUST00000041894.1	coding	0.4383
OTTMUST00000020463.1	noncoding	0.6743
OTTMUST00000089733.1	noncoding	0.7276
OTTMUST00000052412.1	coding	0.3815
OTTMUST00000150871.1	noncoding	0.8885
OTTMUST00000002150.1	noncoding	0.9258
OTTMUST00000054129.2	noncoding	0.9664
OTTMUST00000044937.1	coding	0.3627
OTTMUST00000090302.1	noncoding	0.7413
OTTMUST00000103048.1	noncoding	0.9253
OTTMUST00000132765.1	noncoding	0.8806
OTTMUST00000090036.2	coding	0.2999
OTTMUST00000065791.1	noncoding	0.6118
OTTMUST00000153648.1	noncoding	0.6854
OTTMUST00000120265.1	noncoding	0.5923
OTTMUST00000147165.1	noncoding	0.8810
OTTMUST00000037652.1	noncoding	0.9705
OTTMUST00000054751.3	noncoding	0.7001
OTTMUST00000159449.1	coding	0.0000
OTTMUST00000066008.3	noncoding	0.8954
OTTMUST00000090098.1	noncoding	0.7121
OTTMUST00000116101.1	noncoding	0.9058
OTTMUST00000127305.1	noncoding	0.9653
OTTMUST00000098025.1	noncoding	0.9197
OTTMUST00000042862.3	coding	0.0017
OTTMUST00000046689.1	noncoding	0.9002
OTTMUST00000134668.1	noncoding	0.7694
OTTMUST00000067897.1	noncoding	0.9197
OTTMUST00000072319.1	noncoding	0.7487
OTTMUST00000055155.3	coding	0.3049
OTTMUST00000007187.1	noncoding	0.6630
OTTMUST00000069562.1	noncoding	0.9003
OTTMUST00000060822.3	noncoding	0.9973
OTTMUST00000158892.1	noncoding	0.9736
OTTMUST00000066012.1	noncoding	0.9479
OTTMUST00000061863.2	noncoding	0.9383
OTTMUST00000041870.2	coding	0.2208
OTTMUST00000045950.4	noncoding	0.7704
OTTMUST00000073849.2	noncoding	0.8869
OTTMUST00000075025.1	coding	0.3093
OTTMUST00000082442.2	noncoding	0.9071
OTTMUST00000095318.1	noncoding	0.9486
OTTMUST00000143862.1	noncoding	0.7189
OTTMUST00000146799.1	noncoding	0.9372
OTTMUST00000031316.2	noncoding	0.8365
OTTMUST00000146255.1	noncoding	0.5882
OTTMUST00000005762.2	noncoding	0.8914
OTTMUST00000047542.2	noncoding	0.9197
OTTMUST00000076781.1	noncoding	0.8172
OTTMUST00000128521.1	coding	0.0000
OTTMUST00000110200.1	coding	0.2221
OTTMUST00000039327.1	noncoding	0.9598
OTTMUST00000078262.2	coding	0.3057
OTTMUST00000046828.2	coding	0.2916
OTTMUST00000077614.1	noncoding	0.9132
OTTMUST00000112318.3	noncoding	0.9528
OTTMUST00000043984.1	noncoding	0.7311
OTTMUST00000097033.2	noncoding	0.9416
OTTMUST00000036173.1	coding	0.0993
OTTMUST00000017564.2	coding	0.2008
OTTMUST00000137859.1	coding	0.1195
OTTMUST00000032119.1	noncoding	0.6361
OTTMUST00000085549.1	noncoding	0.7599
OTTMUST00000080755.1	coding	0.3037
OTTMUST00000062555.2	noncoding	0.9410
OTTMUST00000080289.1	coding	0.0426
OTTMUST00000087403.1	noncoding	0.8353
OTTMUST00000077545.2	noncoding	0.9396
OTTMUST00000002484.2	noncoding	0.8421
OTTMUST00000139789.2	noncoding	0.9508
OTTMUST00000146969.1	noncoding	0.9844
OTTMUST00000063925.4	coding	0.2106
OTTMUST00000058943.2	noncoding	0.7808
OTTMUST00000051877.2	noncoding	0.8865
OTTMUST00000114376.1	noncoding	0.9233
OTTMUST00000057792.2	noncoding	0.9810
OTTMUST00000085981.1	noncoding	0.8089
OTTMUST00000052756.2	noncoding	0.8986
OTTMUST00000065678.1	noncoding	0.9462
OTTMUST00000122766.1	coding	0.2043
OTTMUST00000083498.2	noncoding	0.9465
OTTMUST00000067882.1	noncoding	0.9570
OTTMUST00000134468.1	coding	0.2222
OTTMUST00000148795.1	noncoding	0.9397
OTTMUST00000067954.3	noncoding	0.9006
OTTMUST00000062431.1	noncoding	0.9065
OTTMUST00000015738.2	noncoding	0.7393
OTTMUST00000060630.1	coding	0.4364
OTTMUST00000146951.1	noncoding	0.7746
OTTMUST00000052535.2	noncoding	0.8272
OTTMUST00000158109.1	noncoding	0.9653
OTTMUST00000068084.1	noncoding	0.8515
OTTMUST00000007199.2	noncoding	0.8398
OTTMUST00000118215.1	coding	0.0294
OTTMUST00000137278.1	noncoding	0.8285
OTTMUST00000065295.1	noncoding	0.7508
OTTMUST00000064648.1	noncoding	0.6948
OTTMUST00000155283.1	noncoding	0.9411
OTTMUST00000110226.1	noncoding	0.9050
OTTMUST00000002460.1	noncoding	0.7670
OTTMUST00000013843.1	noncoding	0.9698
OTTMUST00000090728.2	coding	0.1138
OTTMUST00000078819.2	noncoding	0.9283
OTTMUST00000053605.1	noncoding	0.8169
OTTMUST00000145917.2	noncoding	0.8643
OTTMUST00000000463.1	noncoding	0.8789
OTTMUST00000156062.1	noncoding	0.8936
OTTMUST00000147281.1	coding	0.0175
OTTMUST00000016311.1	noncoding	0.9636
OTTMUST00000050727.1	noncoding	0.9285
OTTMUST00000060526.2	coding	0.2989
OTTMUST00000053152.1	coding	0.0273
OTTMUST00000064373.2	noncoding	0.9692
OTTMUST00000154185.1	noncoding	0.9399
OTTMUST00000110686.2	noncoding	0.6630
OTTMUST00000129771.1	noncoding	0.5758
OTTMUST00000020736.2	noncoding	0.8274
OTTMUST00000092750.1	noncoding	0.8320
OTTMUST00000140237.1	noncoding	0.9554
OTTMUST00000016478.3	noncoding	0.9596
OTTMUST00000061167.3	noncoding	0.9249
OTTMUST00000034573.2	noncoding	0.9272
OTTMUST00000145110.1	noncoding	0.9384
OTTMUST00000066251.1	coding	0.3665
OTTMUST00000053635.1	noncoding	0.8770
OTTMUST00000112687.2	noncoding	0.9374
OTTMUST00000035894.1	noncoding	0.8778
OTTMUST00000039738.1	noncoding	0.7736
OTTMUST00000065805.2	noncoding	0.8409
OTTMUST00000090084.2	noncoding	0.8994
OTTMUST00000159028.1	noncoding	0.7277
OTTMUST00000035411.1	coding	0.0009
OTTMUST00000129399.2	noncoding	0.6298
OTTMUST00000077471.1	coding	0.3315
OTTMUST00000033049.3	coding	0.0702
OTTMUST00000117758.1	noncoding	0.7409
OTTMUST00000115948.1	noncoding	0.9752
OTTMUST00000150201.1	noncoding	0.9439
OTTMUST00000143603.1	coding	0.0712
OTTMUST00000062999.1	noncoding	0.9283
OTTMUST00000049981.2	noncoding	0.7596
OTTMUST00000047273.3	noncoding	0.8949
OTTMUST00000123309.1	coding	0.1424
OTTMUST00000062436.1	noncoding	0.8591
OTTMUST00000114331.1	noncoding	0.8363
OTTMUST00000048246.1	coding	0.0786
OTTMUST00000103881.1	noncoding	0.7032
OTTMUST00000053337.2	noncoding	0.9105
OTTMUST00000019883.1	coding	0.4281
OTTMUST00000052738.2	noncoding	0.9764
OTTMUST00000060626.1	noncoding	0.9089
OTTMUST00000146925.2	noncoding	0.8079
OTTMUST00000058059.3	coding	0.3839
OTTMUST00000115886.1	coding	0.0204
OTTMUST00000144148.1	coding	0.0682
OTTMUST00000013178.2	noncoding	0.9401
OTTMUST00000068963.1	noncoding	0.8326
OTTMUST00000078613.1	noncoding	0.9752
OTTMUST00000045141.1	noncoding	0.8995
OTTMUST00000035257.1	noncoding	0.9752
OTTMUST00000063807.1	noncoding	0.9371
OTTMUST00000066628.1	noncoding	0.9089
OTTMUST00000118318.1	coding	0.3134
OTTMUST00000112367.2	coding	0.0006
OTTMUST00000054963.2	noncoding	0.6323
OTTMUST00000071054.1	noncoding	0.8181
OTTMUST00000112841.1	noncoding	0.9111
OTTMUST00000101194.1	coding	0.2210
OTTMUST00000151352.1	noncoding	0.9177
OTTMUST00000118667.2	noncoding	0.9606
OTTMUST00000050783.1	noncoding	0.7777
OTTMUST00000088726.1	noncoding	0.8163
OTTMUST00000083668.1	noncoding	0.7413
OTTMUST00000002470.2	coding	0.4577
OTTMUST00000023733.1	coding	0.4158
OTTMUST00000055847.1	noncoding	0.9521
OTTMUST00000113461.1	noncoding	0.8920
OTTMUST00000086615.1	coding	0.2503
OTTMUST00000144778.1	noncoding	0.7566
OTTMUST00000094019.1	noncoding	0.8247
OTTMUST00000113437.1	coding	0.0671
OTTMUST00000128550.1	noncoding	0.8691
OTTMUST00000119046.1	noncoding	0.8098
OTTMUST00000138420.1	noncoding	0.9439
OTTMUST00000089836.3	coding	0.2760
OTTMUST00000156057.2	noncoding	0.8748
OTTMUST00000053300.1	noncoding	0.5588
OTTMUST00000102637.1	noncoding	0.8669
OTTMUST00000083637.3	coding	0.3426
OTTMUST00000061646.1	noncoding	0.7964
OTTMUST00000076366.2	noncoding	0.5335
OTTMUST00000058425.2	noncoding	0.8911
OTTMUST00000071199.1	noncoding	0.7211
OTTMUST00000103541.1	noncoding	0.8436
OTTMUST00000019513.1	noncoding	0.9643
OTTMUST00000126398.1	noncoding	0.9286
OTTMUST00000063287.1	coding	0.4228
OTTMUST00000149115.1	noncoding	0.9451
OTTMUST00000073148.1	noncoding	0.6619
OTTMUST00000102477.3	noncoding	0.9194
OTTMUST00000068592.1	noncoding	0.8364
OTTMUST00000156304.1	noncoding	0.8797
OTTMUST00000021110.2	noncoding	0.8704
OTTMUST00000133953.4	noncoding	0.8900
OTTMUST00000076741.3	noncoding	0.9662
OTTMUST00000058201.1	noncoding	0.9202
OTTMUST00000068784.2	noncoding	0.6937
OTTMUST00000079567.1	coding	0.0676
OTTMUST00000084285.1	noncoding	0.5626
OTTMUST00000125892.1	noncoding	0.6944
OTTMUST00000074431.2	noncoding	0.9754
OTTMUST00000154194.1	noncoding	0.8780
OTTMUST00000148419.1	noncoding	0.8528
OTTMUST00000086471.1	coding	0.3406
OTTMUST00000086474.1	noncoding	0.8436
OTTMUST00000074068.1	noncoding	0.9149
OTTMUST00000059335.2	noncoding	0.6166
OTTMUST00000158075.1	coding	0.1375
OTTMUST00000098249.2	coding	0.1313
OTTMUST00000150483.1	noncoding	0.8455
OTTMUST00000043010.2	noncoding	0.9437
OTTMUST00000069164.2	noncoding	0.7652
OTTMUST00000046240.3	noncoding	0.9479
OTTMUST00000123793.1	noncoding	0.9263
OTTMUST00000085937.2	noncoding	0.8981
OTTMUST00000082392.1	noncoding	0.8307
OTTMUST00000072611.4	noncoding	0.6853
OTTMUST00000059658.2	noncoding	0.9483
OTTMUST00000117022.2	noncoding	0.6433
OTTMUST00000050095.1	noncoding	0.8007
OTTMUST00000129744.3	noncoding	0.7397
OTTMUST00000146828.1	noncoding	0.7410
OTTMUST00000035939.1	noncoding	0.9096
OTTMUST00000145056.1	noncoding	0.9295
OTTMUST00000124446.1	noncoding	0.9774
OTTMUST00000097083.3	noncoding	0.8114
OTTMUST00000063577.32	coding	0.4551
OTTMUST00000054245.2	noncoding	0.6748
OTTMUST00000058914.1	noncoding	0.9533
OTTMUST00000081452.1	coding	0.3791
OTTMUST00000083931.3	coding	0.2651
OTTMUST00000057911.2	noncoding	0.6257
OTTMUST00000092042.1	coding	0.3146
OTTMUST00000112086.1	noncoding	0.9411
OTTMUST00000137420.1	noncoding	0.7271
OTTMUST00000041266.1	coding	0.4249
OTTMUST00000050711.1	noncoding	0.9749
OTTMUST00000086727.3	noncoding	0.9458
OTTMUST00000075345.2	noncoding	0.9770
OTTMUST00000085352.1	noncoding	0.9078
OTTMUST00000077751.1	noncoding	0.7724
OTTMUST00000120470.1	noncoding	0.9112
OTTMUST00000045148.1	noncoding	0.8690
OTTMUST00000158890.1	noncoding	0.9600
OTTMUST00000068136.1	noncoding	0.8827
OTTMUST00000056331.2	noncoding	0.7380
OTTMUST00000065636.1	noncoding	0.7009
OTTMUST00000041915.1	coding	0.2338
OTTMUST00000141898.1	noncoding	0.9547
OTTMUST00000059400.2	noncoding	0.6703
OTTMUST00000092838.2	noncoding	0.7380
OTTMUST00000142150.1	coding	0.0854
OTTMUST00000153263.1	noncoding	0.6259
OTTMUST00000113598.1	noncoding	0.8796
OTTMUST00000081600.1	noncoding	0.8903
OTTMUST00000097387.2	coding	0.2898
OTTMUST00000087928.1	noncoding	0.9326
OTTMUST00000089974.2	coding	0.2802
OTTMUST00000041657.3	noncoding	0.7627
OTTMUST00000097874.1	noncoding	0.8469
OTTMUST00000073409.1	noncoding	0.7984
OTTMUST00000155356.1	noncoding	0.9327
OTTMUST00000085956.1	noncoding	0.7847
OTTMUST00000068003.2	noncoding	0.6931
OTTMUST00000044501.1	noncoding	0.7865
OTTMUST00000013695.2	noncoding	0.9595
OTTMUST00000092889.1	noncoding	0.6429
OTTMUST00000139985.4	noncoding	0.9234
OTTMUST00000119648.2	coding	0.3567
OTTMUST00000154797.1	noncoding	0.8703
OTTMUST00000077176.2	noncoding	0.9570
OTTMUST00000051125.1	noncoding	0.8514
OTTMUST00000013450.3	noncoding	0.9013
OTTMUST00000149815.1	coding	0.0329
OTTMUST00000158759.2	noncoding	0.9323
OTTMUST00000110594.2	noncoding	0.9045
OTTMUST00000000571.1	coding	0.1585
OTTMUST00000052905.2	noncoding	0.9615
OTTMUST00000040043.1	coding	0.0518
OTTMUST00000143176.1	noncoding	0.8825
OTTMUST00000075830.1	noncoding	0.8473
OTTMUST00000127573.1	noncoding	0.8970
OTTMUST00000067125.1	noncoding	0.9142
OTTMUST00000125871.1	noncoding	0.8931
OTTMUST00000023666.5	noncoding	0.7418
OTTMUST00000063814.2	noncoding	0.8126
OTTMUST00000040406.1	noncoding	0.8548
OTTMUST00000060553.3	noncoding	0.8214
OTTMUST00000014355.2	noncoding	0.8007
OTTMUST00000038456.1	noncoding	0.9021
OTTMUST00000132234.2	noncoding	0.7934
OTTMUST00000012805.1	noncoding	0.8329
OTTMUST00000052827.3	noncoding	0.9466
OTTMUST00000118888.1	noncoding	0.9681
OTTMUST00000040993.2	noncoding	0.9068
OTTMUST00000103797.1	coding	0.1626
OTTMUST00000067504.2	noncoding	0.9110
OTTMUST00000079761.1	noncoding	0.9211
OTTMUST00000102847.1	noncoding	0.9039
OTTMUST00000145881.2	noncoding	0.9664
OTTMUST00000147536.2	noncoding	0.9562
OTTMUST00000087648.1	coding	0.3502
OTTMUST00000130019.1	noncoding	0.9260
OTTMUST00000159149.1	noncoding	0.9515
OTTMUST00000067121.1	noncoding	0.9511
OTTMUST00000081681.1	noncoding	0.8570
OTTMUST00000115977.1	noncoding	0.9201
OTTMUST00000043866.3	noncoding	0.8033
OTTMUST00000040585.1	noncoding	0.8355
OTTMUST00000142716.3	noncoding	0.7217
OTTMUST00000070681.1	coding	0.2910
OTTMUST00000150833.1	noncoding	0.9334
OTTMUST00000043111.2	noncoding	0.7722
OTTMUST00000052440.3	noncoding	0.9034
OTTMUST00000052343.1	noncoding	0.7045
OTTMUST00000116590.1	noncoding	0.9349
OTTMUST00000141329.3	noncoding	0.9739
OTTMUST00000028283.1	noncoding	0.9760
OTTMUST00000068583.1	noncoding	0.9498
OTTMUST00000053102.2	noncoding	0.8487
OTTMUST00000153516.1	coding	0.4077
OTTMUST00000154199.1	noncoding	0.5955
OTTMUST00000034310.2	noncoding	0.9470
OTTMUST00000036338.3	coding	0.2382
OTTMUST00000051803.1	noncoding	0.6630
OTTMUST00000039151.2	coding	0.0502
OTTMUST00000089156.2	noncoding	0.8517
OTTMUST00000103564.1	noncoding	0.7154
OTTMUST00000156075.1	noncoding	0.9555
OTTMUST00000082014.3	noncoding	0.8908
OTTMUST00000049715.1	coding	0.2206
OTTMUST00000075575.1	noncoding	0.9217
OTTMUST00000042370.1	noncoding	0.8000
OTTMUST00000081846.2	noncoding	0.6145
OTTMUST00000016376.1	noncoding	0.5772
OTTMUST00000083378.2	noncoding	0.8710
OTTMUST00000086006.1	noncoding	0.8712
OTTMUST00000021763.1	noncoding	0.7683
OTTMUST00000054976.1	noncoding	0.8790
OTTMUST00000083491.1	noncoding	0.9376
OTTMUST00000072052.1	noncoding	0.9006
OTTMUST00000126913.1	noncoding	0.8644
OTTMUST00000064382.2	noncoding	0.7544
OTTMUST00000022236.1	coding	0.0809
OTTMUST00000076917.2	coding	0.3313
OTTMUST00000017631.4	noncoding	0.7997
OTTMUST00000143724.1	noncoding	0.9700
OTTMUST00000009721.3	noncoding	0.8741
OTTMUST00000090523.2	noncoding	0.7033
OTTMUST00000083909.1	noncoding	0.9018
OTTMUST00000086483.1	noncoding	0.8365
